,intercep_of_m-k,slop_of_m-k,err_of_m-k,intercep_of_m-b,slop_of_m-b,err_of_m-b
0,-0.21714723610181827,1.8001519491126204e-11,7.54833386357894e-19,-2.4078890312678563,-0.21845153375206977,0.048245679651237584
