intercep_of_m-k,slop_of_m-k,err_of_m-k,intercep_of_m-b,slop_of_m-b,err_of_m-b
-0.21714723617358017,2.915213827945355e-11,7.107757722939167e-19,-2.3494945490424897,-0.22893479409323658,0.05749200614458726
