mH,DW_H4Pi,Br_HPiPi,theta,Br_HGluon,DW_Hmumu,Br_Hgaga,Br_Hee,Br_H4Pi,DW_Hss,Br_Hss,DW_Htautau,Br_Hcc,Decay_width_total,Br_HKK,DW_Hee,Br_Hmumu,Br_Htautau,DW_HGluon,ltime,DW_HKK,DW_HPiPi,DW_Hgaga,DW_Hcc
5.1,1e-40,1.03599e-25,1e-05,0.0405814,3.73389e-18,2.3248e-05,9.07102e-08,1.03599e-25,8.74564e-18,0.00906037,3.90665e-16,0.541743,9.65263e-16,1.03599e-25,8.75592e-23,0.00386826,0.404724,3.91717e-17,204.428,1e-40,1e-40,2.24404e-20,5.22924e-16
5.1,1e-40,6.53664e-26,1.25893e-05,0.0405814,5.91782e-18,2.3248e-05,9.07102e-08,6.53664e-26,1.38609e-17,0.00906037,6.19163e-16,0.541743,1.52984e-15,6.53664e-26,1.38772e-22,0.00386826,0.404724,6.2083e-17,128.985,1e-40,1e-40,3.55657e-20,8.28779e-16
5.1,1e-40,4.12434e-26,1.58489e-05,0.0405814,9.37912e-18,2.3248e-05,9.07102e-08,4.12434e-26,2.19681e-17,0.00906037,9.81306e-16,0.541743,2.42463e-15,4.12434e-26,2.19939e-22,0.00386826,0.404724,9.83949e-17,81.3843,1e-40,1e-40,5.63678e-20,1.31353e-15
5.1,1e-40,2.60228e-26,1.99526e-05,0.0405814,1.48649e-17,2.3248e-05,9.07102e-08,2.60228e-26,3.4817e-17,0.00906037,1.55527e-15,0.541743,3.84278e-15,2.60228e-26,3.4858e-22,0.00386826,0.404724,1.55945e-16,51.35,1e-40,1e-40,8.93369e-20,2.0818e-15
5.1,1e-40,1.64193e-26,2.51189e-05,0.0405814,2.35593e-17,2.3248e-05,9.07102e-08,1.64193e-26,5.51813e-17,0.00906037,2.46493e-15,0.541743,6.0904e-15,1.64193e-26,5.52461e-22,0.00386826,0.404724,2.47157e-16,32.3997,1e-40,1e-40,1.41589e-19,3.29943e-15
5.1,1e-40,1.03599e-26,3.16228e-05,0.0405814,3.73389e-17,2.3248e-05,9.07102e-08,1.03599e-26,8.74564e-17,0.00906037,3.90665e-15,0.541743,9.65263e-15,1.03599e-26,8.75592e-22,0.00386826,0.404724,3.91717e-16,20.4428,1e-40,1e-40,2.24404e-19,5.22924e-15
5.1,1e-40,6.53664e-27,3.98107e-05,0.0405814,5.91782e-17,2.3248e-05,9.07102e-08,6.53664e-27,1.38609e-16,0.00906037,6.19163e-15,0.541743,1.52984e-14,6.53664e-27,1.38772e-21,0.00386826,0.404724,6.2083e-16,12.8985,1e-40,1e-40,3.55657e-19,8.28779e-15
5.1,1e-40,4.12434e-27,5.01187e-05,0.0405814,9.37912e-17,2.3248e-05,9.07102e-08,4.12434e-27,2.19681e-16,0.00906037,9.81306e-15,0.541743,2.42463e-14,4.12434e-27,2.19939e-21,0.00386826,0.404724,9.83949e-16,8.13843,1e-40,1e-40,5.63678e-19,1.31353e-14
5.1,1e-40,2.60228e-27,6.30957e-05,0.0405814,1.48649e-16,2.3248e-05,9.07102e-08,2.60228e-27,3.4817e-16,0.00906037,1.55527e-14,0.541743,3.84278e-14,2.60228e-27,3.4858e-21,0.00386826,0.404724,1.55945e-15,5.135,1e-40,1e-40,8.93369e-19,2.0818e-14
5.1,1e-40,1.64193e-27,7.94328e-05,0.0405814,2.35593e-16,2.3248e-05,9.07102e-08,1.64193e-27,5.51813e-16,0.00906037,2.46493e-14,0.541743,6.0904e-14,1.64193e-27,5.52461e-21,0.00386826,0.404724,2.47157e-15,3.23997,1e-40,1e-40,1.41589e-18,3.29943e-14
5.1,1e-40,1.03599e-27,0.0001,0.0405814,3.73389e-16,2.3248e-05,9.07102e-08,1.03599e-27,8.74564e-16,0.00906037,3.90665e-14,0.541743,9.65263e-14,1.03599e-27,8.75592e-21,0.00386826,0.404724,3.91717e-15,2.04428,1e-40,1e-40,2.24404e-18,5.22924e-14
5.1,1e-40,6.53664e-28,0.000125893,0.0405814,5.91782e-16,2.3248e-05,9.07102e-08,6.53664e-28,1.38609e-15,0.00906037,6.19163e-14,0.541743,1.52984e-13,6.53664e-28,1.38772e-20,0.00386826,0.404724,6.2083e-15,1.28985,1e-40,1e-40,3.55657e-18,8.28779e-14
5.1,1e-40,4.12434e-28,0.000158489,0.0405814,9.37912e-16,2.3248e-05,9.07102e-08,4.12434e-28,2.19681e-15,0.00906037,9.81306e-14,0.541743,2.42463e-13,4.12434e-28,2.19939e-20,0.00386826,0.404724,9.83949e-15,0.813843,1e-40,1e-40,5.63678e-18,1.31353e-13
5.1,1e-40,2.60228e-28,0.000199526,0.0405814,1.48649e-15,2.3248e-05,9.07102e-08,2.60228e-28,3.4817e-15,0.00906037,1.55527e-13,0.541743,3.84278e-13,2.60228e-28,3.4858e-20,0.00386826,0.404724,1.55945e-14,0.5135,1e-40,1e-40,8.93369e-18,2.0818e-13
5.1,1e-40,1.64193e-28,0.000251189,0.0405814,2.35593e-15,2.3248e-05,9.07102e-08,1.64193e-28,5.51813e-15,0.00906037,2.46493e-13,0.541743,6.0904e-13,1.64193e-28,5.52461e-20,0.00386826,0.404724,2.47157e-14,0.323997,1e-40,1e-40,1.41589e-17,3.29943e-13
5.1,1e-40,1.03599e-28,0.000316228,0.0405814,3.73389e-15,2.3248e-05,9.07102e-08,1.03599e-28,8.74564e-15,0.00906037,3.90665e-13,0.541743,9.65263e-13,1.03599e-28,8.75592e-20,0.00386826,0.404724,3.91717e-14,0.204428,1e-40,1e-40,2.24404e-17,5.22924e-13
5.1,1e-40,6.53664e-29,0.000398107,0.0405814,5.91782e-15,2.3248e-05,9.07102e-08,6.53664e-29,1.38609e-14,0.00906037,6.19163e-13,0.541743,1.52984e-12,6.53664e-29,1.38772e-19,0.00386826,0.404724,6.2083e-14,0.128985,1e-40,1e-40,3.55657e-17,8.28779e-13
5.1,1e-40,4.12434e-29,0.000501187,0.0405814,9.37912e-15,2.3248e-05,9.07102e-08,4.12434e-29,2.19681e-14,0.00906037,9.81306e-13,0.541743,2.42463e-12,4.12434e-29,2.19939e-19,0.00386826,0.404724,9.83949e-14,0.0813843,1e-40,1e-40,5.63678e-17,1.31353e-12
5.1,1e-40,2.60228e-29,0.000630957,0.0405814,1.48649e-14,2.3248e-05,9.07102e-08,2.60228e-29,3.4817e-14,0.00906037,1.55527e-12,0.541743,3.84278e-12,2.60228e-29,3.4858e-19,0.00386826,0.404724,1.55945e-13,0.05135,1e-40,1e-40,8.93369e-17,2.0818e-12
5.1,1e-40,1.64193e-29,0.000794328,0.0405814,2.35593e-14,2.3248e-05,9.07102e-08,1.64193e-29,5.51813e-14,0.00906037,2.46493e-12,0.541743,6.0904e-12,1.64193e-29,5.52461e-19,0.00386826,0.404724,2.47157e-13,0.0323997,1e-40,1e-40,1.41589e-16,3.29943e-12
5.1,1e-40,1.03599e-29,0.001,0.0405814,3.73389e-14,2.3248e-05,9.07102e-08,1.03599e-29,8.74564e-14,0.00906037,3.90665e-12,0.541743,9.65263e-12,1.03599e-29,8.75592e-19,0.00386826,0.404724,3.91717e-13,0.0204428,1e-40,1e-40,2.24404e-16,5.22924e-12
5.1,1e-40,6.53664e-30,0.00125893,0.0405814,5.91782e-14,2.3248e-05,9.07102e-08,6.53664e-30,1.38609e-13,0.00906037,6.19163e-12,0.541743,1.52984e-11,6.53664e-30,1.38772e-18,0.00386826,0.404724,6.2083e-13,0.0128985,1e-40,1e-40,3.55657e-16,8.28779e-12
5.1,1e-40,4.12434e-30,0.00158489,0.0405814,9.37912e-14,2.3248e-05,9.07102e-08,4.12434e-30,2.19681e-13,0.00906037,9.81306e-12,0.541743,2.42463e-11,4.12434e-30,2.19939e-18,0.00386826,0.404724,9.83949e-13,0.00813843,1e-40,1e-40,5.63678e-16,1.31353e-11
5.1,1e-40,2.60228e-30,0.00199526,0.0405814,1.48649e-13,2.3248e-05,9.07102e-08,2.60228e-30,3.4817e-13,0.00906037,1.55527e-11,0.541743,3.84278e-11,2.60228e-30,3.4858e-18,0.00386826,0.404724,1.55945e-12,0.005135,1e-40,1e-40,8.93369e-16,2.0818e-11
5.1,1e-40,1.64193e-30,0.00251189,0.0405814,2.35593e-13,2.3248e-05,9.07102e-08,1.64193e-30,5.51813e-13,0.00906037,2.46493e-11,0.541743,6.0904e-11,1.64193e-30,5.52461e-18,0.00386826,0.404724,2.47157e-12,0.00323997,1e-40,1e-40,1.41589e-15,3.29943e-11
5.1,1e-40,1.03599e-30,0.00316228,0.0405814,3.73389e-13,2.3248e-05,9.07102e-08,1.03599e-30,8.74564e-13,0.00906037,3.90665e-11,0.541743,9.65263e-11,1.03599e-30,8.75592e-18,0.00386826,0.404724,3.91717e-12,0.00204428,1e-40,1e-40,2.24404e-15,5.22924e-11
5.1,1e-40,6.53664e-31,0.00398107,0.0405814,5.91782e-13,2.3248e-05,9.07102e-08,6.53664e-31,1.38609e-12,0.00906037,6.19163e-11,0.541743,1.52984e-10,6.53664e-31,1.38772e-17,0.00386826,0.404724,6.2083e-12,0.00128985,1e-40,1e-40,3.55657e-15,8.28779e-11
5.1,1e-40,4.12434e-31,0.00501187,0.0405814,9.37912e-13,2.3248e-05,9.07102e-08,4.12434e-31,2.19681e-12,0.00906037,9.81306e-11,0.541743,2.42463e-10,4.12434e-31,2.19939e-17,0.00386826,0.404724,9.83949e-12,0.000813843,1e-40,1e-40,5.63678e-15,1.31353e-10
5.1,1e-40,2.60228e-31,0.00630957,0.0405814,1.48649e-12,2.3248e-05,9.07102e-08,2.60228e-31,3.4817e-12,0.00906037,1.55527e-10,0.541743,3.84278e-10,2.60228e-31,3.4858e-17,0.00386826,0.404724,1.55945e-11,0.0005135,1e-40,1e-40,8.93369e-15,2.0818e-10
5.1,1e-40,1.64193e-31,0.00794328,0.0405814,2.35593e-12,2.3248e-05,9.07102e-08,1.64193e-31,5.51813e-12,0.00906037,2.46493e-10,0.541743,6.0904e-10,1.64193e-31,5.52461e-17,0.00386826,0.404724,2.47157e-11,0.000323997,1e-40,1e-40,1.41589e-14,3.29943e-10
5.1,1e-40,1.03599e-31,0.01,0.0405814,3.73389e-12,2.3248e-05,9.07102e-08,1.03599e-31,8.74564e-12,0.00906037,3.90665e-10,0.541743,9.65263e-10,1.03599e-31,8.75592e-17,0.00386826,0.404724,3.91717e-11,0.000204428,1e-40,1e-40,2.24404e-14,5.22924e-10
5.1,1e-40,6.53664e-32,0.0125893,0.0405814,5.91782e-12,2.3248e-05,9.07102e-08,6.53664e-32,1.38609e-11,0.00906037,6.19163e-10,0.541743,1.52984e-09,6.53664e-32,1.38772e-16,0.00386826,0.404724,6.2083e-11,0.000128985,1e-40,1e-40,3.55657e-14,8.28779e-10
5.1,1e-40,4.12434e-32,0.0158489,0.0405814,9.37912e-12,2.3248e-05,9.07102e-08,4.12434e-32,2.19681e-11,0.00906037,9.81306e-10,0.541743,2.42463e-09,4.12434e-32,2.19939e-16,0.00386826,0.404724,9.83949e-11,8.13843e-05,1e-40,1e-40,5.63678e-14,1.31353e-09
5.1,1e-40,2.60228e-32,0.0199526,0.0405814,1.48649e-11,2.3248e-05,9.07102e-08,2.60228e-32,3.4817e-11,0.00906037,1.55527e-09,0.541743,3.84278e-09,2.60228e-32,3.4858e-16,0.00386826,0.404724,1.55945e-10,5.135e-05,1e-40,1e-40,8.93369e-14,2.0818e-09
5.1,1e-40,1.64193e-32,0.0251189,0.0405814,2.35593e-11,2.3248e-05,9.07102e-08,1.64193e-32,5.51813e-11,0.00906037,2.46493e-09,0.541743,6.0904e-09,1.64193e-32,5.52461e-16,0.00386826,0.404724,2.47157e-10,3.23997e-05,1e-40,1e-40,1.41589e-13,3.29943e-09
5.1,1e-40,1.03599e-32,0.0316228,0.0405814,3.73389e-11,2.3248e-05,9.07102e-08,1.03599e-32,8.74564e-11,0.00906037,3.90665e-09,0.541743,9.65263e-09,1.03599e-32,8.75592e-16,0.00386826,0.404724,3.91717e-10,2.04428e-05,1e-40,1e-40,2.24404e-13,5.22924e-09
5.1,1e-40,6.53664e-33,0.0398107,0.0405814,5.91782e-11,2.3248e-05,9.07102e-08,6.53664e-33,1.38609e-10,0.00906037,6.19163e-09,0.541743,1.52984e-08,6.53664e-33,1.38772e-15,0.00386826,0.404724,6.2083e-10,1.28985e-05,1e-40,1e-40,3.55657e-13,8.28779e-09
5.1,1e-40,4.12434e-33,0.0501187,0.0405814,9.37912e-11,2.3248e-05,9.07102e-08,4.12434e-33,2.19681e-10,0.00906037,9.81306e-09,0.541743,2.42463e-08,4.12434e-33,2.19939e-15,0.00386826,0.404724,9.83949e-10,8.13843e-06,1e-40,1e-40,5.63678e-13,1.31353e-08
5.1,1e-40,2.60228e-33,0.0630957,0.0405814,1.48649e-10,2.3248e-05,9.07102e-08,2.60228e-33,3.4817e-10,0.00906037,1.55527e-08,0.541743,3.84278e-08,2.60228e-33,3.4858e-15,0.00386826,0.404724,1.55945e-09,5.135e-06,1e-40,1e-40,8.93369e-13,2.0818e-08
5.1,1e-40,1.64193e-33,0.0794328,0.0405814,2.35593e-10,2.3248e-05,9.07102e-08,1.64193e-33,5.51813e-10,0.00906037,2.46493e-08,0.541743,6.0904e-08,1.64193e-33,5.52461e-15,0.00386826,0.404724,2.47157e-09,3.23997e-06,1e-40,1e-40,1.41589e-12,3.29943e-08
5.1,1e-40,1.03599e-33,0.1,0.0405814,3.73389e-10,2.3248e-05,9.07102e-08,1.03599e-33,8.74564e-10,0.00906037,3.90665e-08,0.541743,9.65263e-08,1.03599e-33,8.75592e-15,0.00386826,0.404724,3.91717e-09,2.04428e-06,1e-40,1e-40,2.24404e-12,5.22924e-08
5.1,1e-40,6.53664e-34,0.125893,0.0405814,5.91782e-10,2.3248e-05,9.07102e-08,6.53664e-34,1.38609e-09,0.00906037,6.19163e-08,0.541743,1.52984e-07,6.53664e-34,1.38772e-14,0.00386826,0.404724,6.2083e-09,1.28985e-06,1e-40,1e-40,3.55657e-12,8.28779e-08
5.1,1e-40,4.12434e-34,0.158489,0.0405814,9.37912e-10,2.3248e-05,9.07102e-08,4.12434e-34,2.19681e-09,0.00906037,9.81306e-08,0.541743,2.42463e-07,4.12434e-34,2.19939e-14,0.00386826,0.404724,9.83949e-09,8.13843e-07,1e-40,1e-40,5.63678e-12,1.31353e-07
5.1,1e-40,2.60228e-34,0.199526,0.0405814,1.48649e-09,2.3248e-05,9.07102e-08,2.60228e-34,3.4817e-09,0.00906037,1.55527e-07,0.541743,3.84278e-07,2.60228e-34,3.4858e-14,0.00386826,0.404724,1.55945e-08,5.135e-07,1e-40,1e-40,8.93369e-12,2.0818e-07
5.1,1e-40,1.64193e-34,0.251189,0.0405814,2.35593e-09,2.3248e-05,9.07102e-08,1.64193e-34,5.51813e-09,0.00906037,2.46493e-07,0.541743,6.0904e-07,1.64193e-34,5.52461e-14,0.00386826,0.404724,2.47157e-08,3.23997e-07,1e-40,1e-40,1.41589e-11,3.29943e-07
5.1,1e-40,1.03599e-34,0.316228,0.0405814,3.73389e-09,2.3248e-05,9.07102e-08,1.03599e-34,8.74564e-09,0.00906037,3.90665e-07,0.541743,9.65263e-07,1.03599e-34,8.75592e-14,0.00386826,0.404724,3.91717e-08,2.04428e-07,1e-40,1e-40,2.24404e-11,5.22924e-07
5.1,1e-40,6.53664e-35,0.398107,0.0405814,5.91782e-09,2.3248e-05,9.07102e-08,6.53664e-35,1.38609e-08,0.00906037,6.19163e-07,0.541743,1.52984e-06,6.53664e-35,1.38772e-13,0.00386826,0.404724,6.2083e-08,1.28985e-07,1e-40,1e-40,3.55657e-11,8.28779e-07
5.1,1e-40,4.12434e-35,0.501187,0.0405814,9.37912e-09,2.3248e-05,9.07102e-08,4.12434e-35,2.19681e-08,0.00906037,9.81306e-07,0.541743,2.42463e-06,4.12434e-35,2.19939e-13,0.00386826,0.404724,9.83949e-08,8.13843e-08,1e-40,1e-40,5.63678e-11,1.31353e-06
5.1,1e-40,2.60228e-35,0.630957,0.0405814,1.48649e-08,2.3248e-05,9.07102e-08,2.60228e-35,3.4817e-08,0.00906037,1.55527e-06,0.541743,3.84278e-06,2.60228e-35,3.4858e-13,0.00386826,0.404724,1.55945e-07,5.135e-08,1e-40,1e-40,8.93369e-11,2.0818e-06
5.1,1e-40,1.64193e-35,0.794328,0.0405814,2.35593e-08,2.3248e-05,9.07102e-08,1.64193e-35,5.51813e-08,0.00906037,2.46493e-06,0.541743,6.0904e-06,1.64193e-35,5.52461e-13,0.00386826,0.404724,2.47157e-07,3.23997e-08,1e-40,1e-40,1.41589e-10,3.29943e-06
5.1,1e-40,1.03599e-35,1,0.0405814,3.73389e-08,2.3248e-05,9.07102e-08,1.03599e-35,8.74564e-08,0.00906037,3.90665e-06,0.541743,9.65263e-06,1.03599e-35,8.75592e-13,0.00386826,0.404724,3.91717e-07,2.04428e-08,1e-40,1e-40,2.24404e-10,5.22924e-06
5.2,1e-40,9.60171e-16,1e-10,0.038537,3.80748e-28,2.21141e-05,8.57203e-08,9.60171e-16,8.93734e-28,0.00858138,4.19994e-26,0.545937,1.04148e-25,9.60171e-16,8.92761e-33,0.00365583,0.403267,4.01355e-27,1.89468e+12,1e-40,1e-40,2.30314e-30,5.68583e-26
5.2,1e-40,6.05827e-16,1.25893e-10,0.038537,6.03445e-28,2.21141e-05,8.57203e-08,6.05827e-16,1.41647e-27,0.00858138,6.65646e-26,0.545937,1.65064e-25,6.05827e-16,1.41493e-32,0.00365583,0.403267,6.36105e-27,1.19546e+12,1e-40,1e-40,3.65024e-30,9.01143e-26
5.2,1e-40,3.82251e-16,1.58489e-10,0.038537,9.56396e-28,2.21141e-05,8.57203e-08,3.82251e-16,2.24496e-27,0.00858138,1.05498e-25,0.545937,2.61608e-25,3.82251e-16,2.24251e-32,0.00365583,0.403267,1.00816e-26,7.54285e+11,1e-40,1e-40,5.78524e-30,1.42822e-25
5.2,1e-40,2.41184e-16,1.99526e-10,0.038537,1.51579e-27,2.21141e-05,8.57203e-08,2.41184e-16,3.55802e-27,0.00858138,1.67203e-25,0.545937,4.14621e-25,2.41184e-16,3.55414e-32,0.00365583,0.403267,1.59782e-26,4.75921e+11,1e-40,1e-40,9.16898e-30,2.26357e-25
5.2,1e-40,1.52177e-16,2.51189e-10,0.038537,2.40236e-27,2.21141e-05,8.57203e-08,1.52177e-16,5.63908e-27,0.00858138,2.64998e-25,0.545937,6.5713e-25,1.52177e-16,5.63294e-32,0.00365583,0.403267,2.53238e-26,3.00286e+11,1e-40,1e-40,1.45319e-29,3.58752e-25
5.2,1e-40,9.60171e-17,3.16228e-10,0.038537,3.80748e-27,2.21141e-05,8.57203e-08,9.60171e-17,8.93734e-27,0.00858138,4.19994e-25,0.545937,1.04148e-24,9.60171e-17,8.92761e-32,0.00365583,0.403267,4.01355e-26,1.89468e+11,1e-40,1e-40,2.30314e-29,5.68583e-25
5.2,1e-40,6.05827e-17,3.98107e-10,0.038537,6.03445e-27,2.21141e-05,8.57203e-08,6.05827e-17,1.41647e-26,0.00858138,6.65646e-25,0.545937,1.65064e-24,6.05827e-17,1.41493e-31,0.00365583,0.403267,6.36105e-26,1.19546e+11,1e-40,1e-40,3.65024e-29,9.01143e-25
5.2,1e-40,3.82251e-17,5.01187e-10,0.038537,9.56396e-27,2.21141e-05,8.57203e-08,3.82251e-17,2.24496e-26,0.00858138,1.05498e-24,0.545937,2.61608e-24,3.82251e-17,2.24251e-31,0.00365583,0.403267,1.00816e-25,7.54285e+10,1e-40,1e-40,5.78524e-29,1.42822e-24
5.2,1e-40,2.41184e-17,6.30957e-10,0.038537,1.51579e-26,2.21141e-05,8.57203e-08,2.41184e-17,3.55802e-26,0.00858138,1.67203e-24,0.545937,4.14621e-24,2.41184e-17,3.55414e-31,0.00365583,0.403267,1.59782e-25,4.75921e+10,1e-40,1e-40,9.16898e-29,2.26357e-24
5.2,1e-40,1.52177e-17,7.94328e-10,0.038537,2.40236e-26,2.21141e-05,8.57203e-08,1.52177e-17,5.63908e-26,0.00858138,2.64998e-24,0.545937,6.5713e-24,1.52177e-17,5.63294e-31,0.00365583,0.403267,2.53238e-25,3.00286e+10,1e-40,1e-40,1.45319e-28,3.58752e-24
5.2,1e-40,9.60171e-18,1e-09,0.038537,3.80748e-26,2.21141e-05,8.57203e-08,9.60171e-18,8.93734e-26,0.00858138,4.19994e-24,0.545937,1.04148e-23,9.60171e-18,8.92761e-31,0.00365583,0.403267,4.01355e-25,1.89468e+10,1e-40,1e-40,2.30314e-28,5.68583e-24
5.2,1e-40,6.05827e-18,1.25893e-09,0.038537,6.03445e-26,2.21141e-05,8.57203e-08,6.05827e-18,1.41647e-25,0.00858138,6.65646e-24,0.545937,1.65064e-23,6.05827e-18,1.41493e-30,0.00365583,0.403267,6.36105e-25,1.19546e+10,1e-40,1e-40,3.65024e-28,9.01143e-24
5.2,1e-40,3.82251e-18,1.58489e-09,0.038537,9.56396e-26,2.21141e-05,8.57203e-08,3.82251e-18,2.24496e-25,0.00858138,1.05498e-23,0.545937,2.61608e-23,3.82251e-18,2.24251e-30,0.00365583,0.403267,1.00816e-24,7.54285e+09,1e-40,1e-40,5.78524e-28,1.42822e-23
5.2,1e-40,2.41184e-18,1.99526e-09,0.038537,1.51579e-25,2.21141e-05,8.57203e-08,2.41184e-18,3.55802e-25,0.00858138,1.67203e-23,0.545937,4.14621e-23,2.41184e-18,3.55414e-30,0.00365583,0.403267,1.59782e-24,4.75921e+09,1e-40,1e-40,9.16898e-28,2.26357e-23
5.2,1e-40,1.52177e-18,2.51189e-09,0.038537,2.40236e-25,2.21141e-05,8.57203e-08,1.52177e-18,5.63908e-25,0.00858138,2.64998e-23,0.545937,6.5713e-23,1.52177e-18,5.63294e-30,0.00365583,0.403267,2.53238e-24,3.00286e+09,1e-40,1e-40,1.45319e-27,3.58752e-23
5.2,1e-40,9.60171e-19,3.16228e-09,0.038537,3.80748e-25,2.21141e-05,8.57203e-08,9.60171e-19,8.93734e-25,0.00858138,4.19994e-23,0.545937,1.04148e-22,9.60171e-19,8.92761e-30,0.00365583,0.403267,4.01355e-24,1.89468e+09,1e-40,1e-40,2.30314e-27,5.68583e-23
5.2,1e-40,6.05827e-19,3.98107e-09,0.038537,6.03445e-25,2.21141e-05,8.57203e-08,6.05827e-19,1.41647e-24,0.00858138,6.65646e-23,0.545937,1.65064e-22,6.05827e-19,1.41493e-29,0.00365583,0.403267,6.36105e-24,1.19546e+09,1e-40,1e-40,3.65024e-27,9.01143e-23
5.2,1e-40,3.82251e-19,5.01187e-09,0.038537,9.56396e-25,2.21141e-05,8.57203e-08,3.82251e-19,2.24496e-24,0.00858138,1.05498e-22,0.545937,2.61608e-22,3.82251e-19,2.24251e-29,0.00365583,0.403267,1.00816e-23,7.54285e+08,1e-40,1e-40,5.78524e-27,1.42822e-22
5.2,1e-40,2.41184e-19,6.30957e-09,0.038537,1.51579e-24,2.21141e-05,8.57203e-08,2.41184e-19,3.55802e-24,0.00858138,1.67203e-22,0.545937,4.14621e-22,2.41184e-19,3.55414e-29,0.00365583,0.403267,1.59782e-23,4.75921e+08,1e-40,1e-40,9.16898e-27,2.26357e-22
5.2,1e-40,1.52177e-19,7.94328e-09,0.038537,2.40236e-24,2.21141e-05,8.57203e-08,1.52177e-19,5.63908e-24,0.00858138,2.64998e-22,0.545937,6.5713e-22,1.52177e-19,5.63294e-29,0.00365583,0.403267,2.53238e-23,3.00286e+08,1e-40,1e-40,1.45319e-26,3.58752e-22
5.2,1e-40,9.60171e-20,1e-08,0.038537,3.80748e-24,2.21141e-05,8.57203e-08,9.60171e-20,8.93734e-24,0.00858138,4.19994e-22,0.545937,1.04148e-21,9.60171e-20,8.92761e-29,0.00365583,0.403267,4.01355e-23,1.89468e+08,1e-40,1e-40,2.30314e-26,5.68583e-22
5.2,1e-40,6.05827e-20,1.25893e-08,0.038537,6.03445e-24,2.21141e-05,8.57203e-08,6.05827e-20,1.41647e-23,0.00858138,6.65646e-22,0.545937,1.65064e-21,6.05827e-20,1.41493e-28,0.00365583,0.403267,6.36105e-23,1.19546e+08,1e-40,1e-40,3.65024e-26,9.01143e-22
5.2,1e-40,3.82251e-20,1.58489e-08,0.038537,9.56396e-24,2.21141e-05,8.57203e-08,3.82251e-20,2.24496e-23,0.00858138,1.05498e-21,0.545937,2.61608e-21,3.82251e-20,2.24251e-28,0.00365583,0.403267,1.00816e-22,7.54285e+07,1e-40,1e-40,5.78524e-26,1.42822e-21
5.2,1e-40,2.41184e-20,1.99526e-08,0.038537,1.51579e-23,2.21141e-05,8.57203e-08,2.41184e-20,3.55802e-23,0.00858138,1.67203e-21,0.545937,4.14621e-21,2.41184e-20,3.55414e-28,0.00365583,0.403267,1.59782e-22,4.75921e+07,1e-40,1e-40,9.16898e-26,2.26357e-21
5.2,1e-40,1.52177e-20,2.51189e-08,0.038537,2.40236e-23,2.21141e-05,8.57203e-08,1.52177e-20,5.63908e-23,0.00858138,2.64998e-21,0.545937,6.5713e-21,1.52177e-20,5.63294e-28,0.00365583,0.403267,2.53238e-22,3.00286e+07,1e-40,1e-40,1.45319e-25,3.58752e-21
5.2,1e-40,9.60171e-21,3.16228e-08,0.038537,3.80748e-23,2.21141e-05,8.57203e-08,9.60171e-21,8.93734e-23,0.00858138,4.19994e-21,0.545937,1.04148e-20,9.60171e-21,8.92761e-28,0.00365583,0.403267,4.01355e-22,1.89468e+07,1e-40,1e-40,2.30314e-25,5.68583e-21
5.2,1e-40,6.05827e-21,3.98107e-08,0.038537,6.03445e-23,2.21141e-05,8.57203e-08,6.05827e-21,1.41647e-22,0.00858138,6.65646e-21,0.545937,1.65064e-20,6.05827e-21,1.41493e-27,0.00365583,0.403267,6.36105e-22,1.19546e+07,1e-40,1e-40,3.65024e-25,9.01143e-21
5.2,1e-40,3.82251e-21,5.01187e-08,0.038537,9.56396e-23,2.21141e-05,8.57203e-08,3.82251e-21,2.24496e-22,0.00858138,1.05498e-20,0.545937,2.61608e-20,3.82251e-21,2.24251e-27,0.00365583,0.403267,1.00816e-21,7.54285e+06,1e-40,1e-40,5.78524e-25,1.42822e-20
5.2,1e-40,2.41184e-21,6.30957e-08,0.038537,1.51579e-22,2.21141e-05,8.57203e-08,2.41184e-21,3.55802e-22,0.00858138,1.67203e-20,0.545937,4.14621e-20,2.41184e-21,3.55414e-27,0.00365583,0.403267,1.59782e-21,4.75921e+06,1e-40,1e-40,9.16898e-25,2.26357e-20
5.2,1e-40,1.52177e-21,7.94328e-08,0.038537,2.40236e-22,2.21141e-05,8.57203e-08,1.52177e-21,5.63908e-22,0.00858138,2.64998e-20,0.545937,6.5713e-20,1.52177e-21,5.63294e-27,0.00365583,0.403267,2.53238e-21,3.00286e+06,1e-40,1e-40,1.45319e-24,3.58752e-20
5.2,1e-40,9.60171e-22,1e-07,0.038537,3.80748e-22,2.21141e-05,8.57203e-08,9.60171e-22,8.93734e-22,0.00858138,4.19994e-20,0.545937,1.04148e-19,9.60171e-22,8.92761e-27,0.00365583,0.403267,4.01355e-21,1.89468e+06,1e-40,1e-40,2.30314e-24,5.68583e-20
5.2,1e-40,6.05827e-22,1.25893e-07,0.038537,6.03445e-22,2.21141e-05,8.57203e-08,6.05827e-22,1.41647e-21,0.00858138,6.65646e-20,0.545937,1.65064e-19,6.05827e-22,1.41493e-26,0.00365583,0.403267,6.36105e-21,1.19546e+06,1e-40,1e-40,3.65024e-24,9.01143e-20
5.2,1e-40,3.82251e-22,1.58489e-07,0.038537,9.56396e-22,2.21141e-05,8.57203e-08,3.82251e-22,2.24496e-21,0.00858138,1.05498e-19,0.545937,2.61608e-19,3.82251e-22,2.24251e-26,0.00365583,0.403267,1.00816e-20,754285,1e-40,1e-40,5.78524e-24,1.42822e-19
