mH,DW_H4Pi,Br_HPiPi,theta,Br_HGluon,DW_Hmumu,Br_Hgaga,Br_Hee,Br_H4Pi,DW_Hss,Br_Hss,DW_Htautau,Br_Hcc,Decay_width_total,Br_HKK,DW_Hee,Br_Hmumu,Br_Htautau,DW_HGluon,ltime,DW_HKK,DW_HPiPi,DW_Hgaga,DW_Hcc,tau_1e-07
0.1,1e-40,5.18118e-07,1e-10,5.18118e-07,1e-40,0.110606,0.88939,5.18118e-07,1e-40,5.18118e-07,1e-40,5.18118e-07,1.93006e-34,5.18118e-07,1.7165800000000002e-34,5.18118e-07,5.18118e-07,1e-40,1.02239e+21,1e-40,1e-40,2.13476e-35,1e-40,1.0223900000000001e+23
0.1,1e-40,5.1812e-09,1e-09,5.1812e-09,1e-40,0.110606,0.889394,5.1812e-09,1e-40,5.1812e-09,1e-40,5.1812e-09,1.93005e-32,5.1812e-09,1.7165800000000002e-32,5.1812e-09,5.1812e-09,1e-40,1.02239e+19,1e-40,1e-40,2.13476e-33,1e-40,1.0223900000000002e+21
0.1,1e-40,5.1812e-11,1e-08,5.1812e-11,1e-40,0.110606,0.889394,5.1812e-11,1e-40,5.1812e-11,1e-40,5.1812e-11,1.93005e-30,5.1812e-11,1.71658e-30,5.1812e-11,5.1812e-11,1e-40,1.02239e+17,1e-40,1e-40,2.13476e-31,1e-40,1.0223900000000002e+19
0.1,1e-40,5.1812e-13,1e-07,5.1812e-13,1e-40,0.110606,0.889394,5.1812e-13,1e-40,5.1812e-13,1e-40,5.1812e-13,1.93005e-28,5.1812e-13,1.7165800000000001e-28,5.1812e-13,5.1812e-13,1e-40,1022390000000000.0,1e-40,1e-40,2.1347600000000002e-29,1e-40,1.0223900000000002e+17
0.1,1e-40,5.1812e-15,1e-06,5.1812e-15,1e-40,0.110606,0.889394,5.1812e-15,1e-40,5.1812e-15,1e-40,5.1812e-15,1.93005e-26,5.1812e-15,1.71658e-26,5.1812e-15,5.1812e-15,1e-40,10223900000000.0,1e-40,1e-40,2.13476e-27,1e-40,1022390000000000.2
0.1,1e-40,5.1812e-17,1e-05,5.1812e-17,1e-40,0.110606,0.889394,5.1812e-17,1e-40,5.1812e-17,1e-40,5.1812e-17,1.9300500000000003e-24,5.1812e-17,1.7165800000000002e-24,5.1812e-17,5.1812e-17,1e-40,102239000000.0,1e-40,1e-40,2.13476e-25,1e-40,10223900000000.002
0.1,1e-40,5.1812e-19,0.0001,5.1812e-19,1e-40,0.110606,0.889394,5.1812e-19,1e-40,5.1812e-19,1e-40,5.1812e-19,1.93005e-22,5.1812e-19,1.71658e-22,5.1812e-19,5.1812e-19,1e-40,1022390000.0,1e-40,1e-40,2.13476e-23,1e-40,102239000000.00002
0.1,1e-40,5.181199999999999e-21,0.001,5.181199999999999e-21,1e-40,0.110606,0.889394,5.181199999999999e-21,1e-40,5.181199999999999e-21,1e-40,5.181199999999999e-21,1.93005e-20,5.181199999999999e-21,1.71658e-20,5.181199999999999e-21,5.181199999999999e-21,1e-40,10223900.0,1e-40,1e-40,2.13476e-21,1e-40,1022390000.0000002
0.1,1e-40,5.1812e-23,0.01,5.1812e-23,1e-40,0.110606,0.889394,5.1812e-23,1e-40,5.1812e-23,1e-40,5.1812e-23,1.93005e-18,5.1812e-23,1.7165800000000001e-18,5.1812e-23,5.1812e-23,1e-40,102239.0,1e-40,1e-40,2.13476e-19,1e-40,10223900.000000002
0.1,1e-40,5.181200000000001e-25,0.1,5.181200000000001e-25,1e-40,0.110606,0.889394,5.181200000000001e-25,1e-40,5.181200000000001e-25,1e-40,5.181200000000001e-25,1.93005e-16,5.181200000000001e-25,1.71658e-16,5.181200000000001e-25,5.181200000000001e-25,1e-40,1022.39,1e-40,1e-40,2.13476e-17,1e-40,102239.00000000001
0.1,1e-40,5.1812e-27,1.0,5.1812e-27,1e-40,0.110606,0.889394,5.1812e-27,1e-40,5.1812e-27,1e-40,5.1812e-27,1.93005e-14,5.1812e-27,1.71658e-14,5.1812e-27,5.1812e-27,1e-40,10.2239,1e-40,1e-40,2.13476e-15,1e-40,1022.3900000000002
0.6,5.2966300000000005e-30,0.898099,1e-10,2.4609e-13,3.61065e-29,9.67806e-06,2.53498e-06,0.0130345,1e-40,2.4609e-13,1e-40,2.4609e-13,4.06356e-28,2.4609e-13,1.0301000000000001e-33,0.0888544,2.4609e-13,1e-40,485602000000000.0,1e-40,3.64948e-28,3.93273e-33,1e-40,4.856020000000001e+16
0.6,5.29663e-28,0.898099,1e-09,2.4609e-15,3.61065e-27,9.67806e-06,2.53498e-06,0.0130345,1e-40,2.4609e-15,1e-40,2.4609e-15,4.0635600000000004e-26,2.4609e-15,1.0301e-31,0.0888544,2.4609e-15,1e-40,4856020000000.0,1e-40,3.64948e-26,3.93273e-31,1e-40,485602000000000.06
0.6,5.29663e-26,0.898099,1e-08,2.4609e-17,3.61065e-25,9.67806e-06,2.53498e-06,0.0130345,1e-40,2.4609e-17,1e-40,2.4609e-17,4.06356e-24,2.4609e-17,1.0301000000000001e-29,0.0888544,2.4609e-17,1e-40,48560200000.0,1e-40,3.64948e-24,3.93273e-29,1e-40,4856020000000.001
0.6,5.2966300000000006e-24,0.898099,1e-07,2.4609e-19,3.6106500000000004e-23,9.67806e-06,2.53498e-06,0.0130345,1e-40,2.4609e-19,1e-40,2.4609e-19,4.06356e-22,2.4609e-19,1.0301e-27,0.0888544,2.4609e-19,1e-40,485602000.0,1e-40,3.64948e-22,3.9327299999999996e-27,1e-40,48560200000.00001
0.6,5.29663e-22,0.898099,1e-06,2.4608999999999996e-21,3.61065e-21,9.67806e-06,2.53498e-06,0.0130345,1e-40,2.4608999999999996e-21,1e-40,2.4608999999999996e-21,4.0635599999999994e-20,2.4608999999999996e-21,1.0301000000000001e-25,0.0888544,2.4608999999999996e-21,1e-40,4856020.0,1e-40,3.64948e-20,3.93273e-25,1e-40,485602000.0000001
0.6,5.2966299999999996e-20,0.898099,1e-05,2.4609e-23,3.61065e-19,9.67806e-06,2.53498e-06,0.0130345,1e-40,2.4609e-23,1e-40,2.4609e-23,4.06356e-18,2.4609e-23,1.0301e-23,0.0888544,2.4609e-23,1e-40,48560.2,1e-40,3.64948e-18,3.93273e-23,1e-40,4856020.000000001
0.6,5.296630000000001e-18,0.898099,0.0001,2.4609e-25,3.61065e-17,9.67806e-06,2.53498e-06,0.0130345,1e-40,2.4609e-25,1e-40,2.4609e-25,4.06356e-16,2.4609e-25,1.0301e-21,0.0888544,2.4609e-25,1e-40,485.602,1e-40,3.64948e-16,3.93273e-21,1e-40,48560.200000000004
0.6,5.29663e-16,0.898099,0.001,2.4609000000000002e-27,3.61065e-15,9.67806e-06,2.53498e-06,0.0130345,1e-40,2.4609000000000002e-27,1e-40,2.4609000000000002e-27,4.06356e-14,2.4609000000000002e-27,1.0301e-19,0.0888544,2.4609000000000002e-27,1e-40,4.85602,1e-40,3.64948e-14,3.93273e-19,1e-40,485.60200000000003
0.6,5.29663e-14,0.898099,0.01,2.4609e-29,3.61065e-13,9.67806e-06,2.53498e-06,0.0130345,1e-40,2.4609e-29,1e-40,2.4609e-29,4.06356e-12,2.4609e-29,1.0301e-17,0.0888544,2.4609e-29,1e-40,0.0485602,1e-40,3.64948e-12,3.93273e-17,1e-40,4.856020000000001
0.6,5.29663e-12,0.898099,0.1,2.4609e-31,3.61065e-11,9.67806e-06,2.53498e-06,0.0130345,1e-40,2.4609e-31,1e-40,2.4609e-31,4.06356e-10,2.4609e-31,1.0301e-15,0.0888544,2.4609e-31,1e-40,0.000485602,1e-40,3.64948e-10,3.93273e-15,1e-40,0.048560200000000005
0.6,5.29663e-10,0.898099,1.0,2.4609e-33,3.61065e-09,9.67806e-06,2.53498e-06,0.0130345,1e-40,2.4609e-33,1e-40,2.4609e-33,4.06356e-08,2.4609e-33,1.0301e-13,0.0888544,2.4609e-33,1e-40,4.85602e-06,1e-40,3.64948e-08,3.93273e-13,1e-40,0.0004856020000000001
1.1,5.75715e-29,0.287584,1e-10,6.05523e-14,7.63145e-29,1.45718e-05,1.14355e-06,0.0348609,1e-40,6.05523e-14,1e-40,6.05523e-14,1.65146e-27,0.631329,1.88853e-33,0.0462102,6.05523e-14,1e-40,119486000000000.0,1.0426199999999999e-27,4.74935e-28,2.40647e-32,1e-40,1.1948600000000002e+16
1.1,5.75715e-27,0.287584,1e-09,6.05523e-16,7.63145e-27,1.45718e-05,1.14355e-06,0.0348609,1e-40,6.05523e-16,1e-40,6.05523e-16,1.65146e-25,0.631329,1.8885299999999999e-31,0.0462102,6.05523e-16,1e-40,1194860000000.0,1.04262e-25,4.74935e-26,2.40647e-30,1e-40,119486000000000.02
1.1,5.75715e-25,0.287584,1e-08,6.055230000000001e-18,7.63145e-25,1.45718e-05,1.14355e-06,0.0348609,1e-40,6.055230000000001e-18,1e-40,6.055230000000001e-18,1.6514600000000002e-23,0.631329,1.88853e-29,0.0462102,6.055230000000001e-18,1e-40,11948600000.0,1.0426200000000001e-23,4.7493500000000005e-24,2.40647e-28,1e-40,1194860000000.0002
1.1,5.75715e-23,0.287584,1e-07,6.05523e-20,7.63145e-23,1.45718e-05,1.14355e-06,0.0348609,1e-40,6.05523e-20,1e-40,6.05523e-20,1.6514599999999999e-21,0.631329,1.8885299999999997e-27,0.0462102,6.05523e-20,1e-40,119486000.0,1.04262e-21,4.74935e-22,2.4064700000000002e-26,1e-40,11948600000.000002
1.1,5.75715e-21,0.287584,1e-06,6.05523e-22,7.63145e-21,1.45718e-05,1.14355e-06,0.0348609,1e-40,6.05523e-22,1e-40,6.05523e-22,1.65146e-19,0.631329,1.88853e-25,0.0462102,6.05523e-22,1e-40,1194860.0,1.04262e-19,4.7493499999999995e-20,2.4064700000000003e-24,1e-40,119486000.00000001
1.1,5.75715e-19,0.287584,1e-05,6.055230000000001e-24,7.63145e-19,1.45718e-05,1.14355e-06,0.0348609,1e-40,6.055230000000001e-24,1e-40,6.055230000000001e-24,1.65146e-17,0.631329,1.88853e-23,0.0462102,6.055230000000001e-24,1e-40,11948.6,1.04262e-17,4.74935e-18,2.40647e-22,1e-40,1194860.0000000002
1.1,5.75715e-17,0.287584,0.0001,6.05523e-26,7.63145e-17,1.45718e-05,1.14355e-06,0.0348609,1e-40,6.05523e-26,1e-40,6.05523e-26,1.65146e-15,0.631329,1.88853e-21,0.0462102,6.05523e-26,1e-40,119.486,1.04262e-15,4.74935e-16,2.40647e-20,1e-40,11948.600000000002
1.1,5.75715e-15,0.287584,0.001,6.055230000000001e-28,7.63145e-15,1.45718e-05,1.14355e-06,0.0348609,1e-40,6.055230000000001e-28,1e-40,6.055230000000001e-28,1.65146e-13,0.631329,1.8885300000000001e-19,0.0462102,6.055230000000001e-28,1e-40,1.19486,1.04262e-13,4.74935e-14,2.4064700000000003e-18,1e-40,119.48600000000002
1.1,5.75715e-13,0.287584,0.01,6.0552300000000004e-30,7.63145e-13,1.45718e-05,1.14355e-06,0.0348609,1e-40,6.0552300000000004e-30,1e-40,6.0552300000000004e-30,1.65146e-11,0.631329,1.88853e-17,0.0462102,6.0552300000000004e-30,1e-40,0.0119486,1.04262e-11,4.74935e-12,2.40647e-16,1e-40,1.1948600000000003
1.1,5.75715e-11,0.287584,0.1,6.05523e-32,7.63145e-11,1.45718e-05,1.14355e-06,0.0348609,1e-40,6.05523e-32,1e-40,6.05523e-32,1.65146e-09,0.631329,1.88853e-15,0.0462102,6.05523e-32,1e-40,0.000119486,1.04262e-09,4.74935e-10,2.40647e-14,1e-40,0.011948600000000002
1.1,5.75715e-09,0.287584,1.0,6.05523e-34,7.63145e-09,1.45718e-05,1.14355e-06,0.0348609,1e-40,6.05523e-34,1e-40,6.05523e-34,1.65146e-07,0.631329,1.88853e-13,0.0462102,6.05523e-34,1e-40,1.19486e-06,1.04262e-07,4.74935e-08,2.40647e-12,1e-40,0.00011948600000000001
1.6,2.00355e-28,0.0551947,1e-10,8.52061e-14,1.14385e-28,6.68697e-05,2.34057e-06,0.170715,1e-40,8.52061e-14,1e-40,8.52061e-14,1.1736299999999999e-27,0.676559,2.74695e-33,0.0974625,8.52061e-14,1e-40,168135000000000.0,7.940260000000001e-28,6.477790000000001e-29,7.848e-32,1e-40,1.6813500000000002e+16
1.6,2.00355e-26,0.0551947,1e-09,8.52061e-16,1.14385e-26,6.68697e-05,2.34057e-06,0.170715,1e-40,8.52061e-16,1e-40,8.52061e-16,1.17363e-25,0.676559,2.74695e-31,0.0974625,8.52061e-16,1e-40,1681350000000.0,7.94026e-26,6.477789999999999e-27,7.848e-30,1e-40,168135000000000.03
1.6,2.0035500000000003e-24,0.0551947,1e-08,8.52061e-18,1.1438500000000001e-24,6.68697e-05,2.34057e-06,0.170715,1e-40,8.52061e-18,1e-40,8.52061e-18,1.1736300000000001e-23,0.676559,2.74695e-29,0.0974625,8.52061e-18,1e-40,16813500000.0,7.94026e-24,6.47779e-25,7.848e-28,1e-40,1681350000000.0002
1.6,2.00355e-22,0.0551947,1e-07,8.520609999999999e-20,1.14385e-22,6.68697e-05,2.34057e-06,0.170715,1e-40,8.520609999999999e-20,1e-40,8.520609999999999e-20,1.17363e-21,0.676559,2.7469499999999997e-27,0.0974625,8.520609999999999e-20,1e-40,168135000.0,7.94026e-22,6.47779e-23,7.848000000000001e-26,1e-40,16813500000.000004
1.6,2.00355e-20,0.0551947,1e-06,8.52061e-22,1.1438499999999998e-20,6.68697e-05,2.34057e-06,0.170715,1e-40,8.52061e-22,1e-40,8.52061e-22,1.17363e-19,0.676559,2.74695e-25,0.0974625,8.52061e-22,1e-40,1681350.0,7.940259999999999e-20,6.47779e-21,7.848e-24,1e-40,168135000.00000003
1.6,2.00355e-18,0.0551947,1e-05,8.52061e-24,1.14385e-18,6.68697e-05,2.34057e-06,0.170715,1e-40,8.52061e-24,1e-40,8.52061e-24,1.17363e-17,0.676559,2.74695e-23,0.0974625,8.52061e-24,1e-40,16813.5,7.94026e-18,6.47779e-19,7.847999999999999e-22,1e-40,1681350.0000000002
1.6,2.00355e-16,0.0551947,0.0001,8.52061e-26,1.14385e-16,6.68697e-05,2.34057e-06,0.170715,1e-40,8.52061e-26,1e-40,8.52061e-26,1.17363e-15,0.676559,2.74695e-21,0.0974625,8.52061e-26,1e-40,168.135,7.94026e-16,6.47779e-17,7.848000000000001e-20,1e-40,16813.5
1.6,2.00355e-14,0.0551947,0.001,8.520610000000001e-28,1.14385e-14,6.68697e-05,2.34057e-06,0.170715,1e-40,8.520610000000001e-28,1e-40,8.520610000000001e-28,1.17363e-13,0.676559,2.74695e-19,0.0974625,8.520610000000001e-28,1e-40,1.68135,7.94026e-14,6.47779e-15,7.848e-18,1e-40,168.13500000000002
1.6,2.00355e-12,0.0551947,0.01,8.520610000000001e-30,1.14385e-12,6.68697e-05,2.34057e-06,0.170715,1e-40,8.520610000000001e-30,1e-40,8.520610000000001e-30,1.17363e-11,0.676559,2.74695e-17,0.0974625,8.520610000000001e-30,1e-40,0.0168135,7.94026e-12,6.47779e-13,7.848e-16,1e-40,1.6813500000000001
1.6,2.00355e-10,0.0551947,0.1,8.520610000000001e-32,1.14385e-10,6.68697e-05,2.34057e-06,0.170715,1e-40,8.520610000000001e-32,1e-40,8.520610000000001e-32,1.17363e-09,0.676559,2.74695e-15,0.0974625,8.520610000000001e-32,1e-40,0.000168135,7.94026e-10,6.47779e-11,7.848e-14,1e-40,0.016813500000000002
1.6,2.00355e-08,0.0551947,1.0,8.52061e-34,1.14385e-08,6.68697e-05,2.34057e-06,0.170715,1e-40,8.52061e-34,1e-40,8.52061e-34,1.17363e-07,0.676559,2.74695e-13,0.0974625,8.52061e-34,1e-40,1.68135e-06,7.94026e-08,6.47779e-09,7.848e-12,1e-40,0.00016813500000000003
2.1,1e-40,9.5396e-14,1e-10,0.606503,1.5180999999999998e-28,0.000187594,3.43939e-06,9.5396e-14,2.60477e-28,0.248485,1e-40,9.5396e-14,1.0482599999999999e-27,9.5396e-14,3.60538e-33,0.144821,9.5396e-14,6.357740000000001e-28,188242000000000.0,1e-40,1e-40,1.96648e-31,1e-40,1.8824200000000004e+16
2.1,1e-40,9.5396e-16,1e-09,0.606503,1.5181e-26,0.000187594,3.43939e-06,9.5396e-16,2.60477e-26,0.248485,1e-40,9.5396e-16,1.04826e-25,9.5396e-16,3.6053799999999996e-31,0.144821,9.5396e-16,6.35774e-26,1882420000000.0,1e-40,1e-40,1.96648e-29,1e-40,188242000000000.03
2.1,1e-40,9.5396e-18,1e-08,0.606503,1.5181e-24,0.000187594,3.43939e-06,9.5396e-18,2.6047700000000003e-24,0.248485,1e-40,9.5396e-18,1.04826e-23,9.5396e-18,3.60538e-29,0.144821,9.5396e-18,6.3577400000000006e-24,18824200000.0,1e-40,1e-40,1.96648e-27,1e-40,1882420000000.0002
2.1,1e-40,9.5396e-20,1e-07,0.606503,1.5180999999999999e-22,0.000187594,3.43939e-06,9.5396e-20,2.6047699999999998e-22,0.248485,1e-40,9.5396e-20,1.0482599999999999e-21,9.5396e-20,3.60538e-27,0.144821,9.5396e-20,6.35774e-22,188242000.0,1e-40,1e-40,1.96648e-25,1e-40,18824200000.000004
2.1,1e-40,9.5396e-22,1e-06,0.606503,1.5181e-20,0.000187594,3.43939e-06,9.5396e-22,2.60477e-20,0.248485,1e-40,9.5396e-22,1.0482600000000001e-19,9.5396e-22,3.60538e-25,0.144821,9.5396e-22,6.35774e-20,1882420.0,1e-40,1e-40,1.96648e-23,1e-40,188242000.00000003
2.1,1e-40,9.5396e-24,1e-05,0.606503,1.5181e-18,0.000187594,3.43939e-06,9.5396e-24,2.6047700000000002e-18,0.248485,1e-40,9.5396e-24,1.04826e-17,9.5396e-24,3.60538e-23,0.144821,9.5396e-24,6.35774e-18,18824.2,1e-40,1e-40,1.9664799999999997e-21,1e-40,1882420.0000000005
2.1,1e-40,9.5396e-26,0.0001,0.606503,1.5181e-16,0.000187594,3.43939e-06,9.5396e-26,2.60477e-16,0.248485,1e-40,9.5396e-26,1.04826e-15,9.5396e-26,3.60538e-21,0.144821,9.5396e-26,6.35774e-16,188.242,1e-40,1e-40,1.96648e-19,1e-40,18824.2
2.1,1e-40,9.5396e-28,0.001,0.606503,1.5181e-14,0.000187594,3.43939e-06,9.5396e-28,2.60477e-14,0.248485,1e-40,9.5396e-28,1.04826e-13,9.5396e-28,3.60538e-19,0.144821,9.5396e-28,6.35774e-14,1.88242,1e-40,1e-40,1.96648e-17,1e-40,188.24200000000002
2.1,1e-40,9.539600000000001e-30,0.01,0.606503,1.5181e-12,0.000187594,3.43939e-06,9.539600000000001e-30,2.60477e-12,0.248485,1e-40,9.539600000000001e-30,1.04826e-11,9.539600000000001e-30,3.60538e-17,0.144821,9.539600000000001e-30,6.35774e-12,0.0188242,1e-40,1e-40,1.96648e-15,1e-40,1.8824200000000002
2.1,1e-40,9.5396e-32,0.1,0.606503,1.5181e-10,0.000187594,3.43939e-06,9.5396e-32,2.60477e-10,0.248485,1e-40,9.5396e-32,1.04826e-09,9.5396e-32,3.60538e-15,0.144821,9.5396e-32,6.35774e-10,0.000188242,1e-40,1e-40,1.96648e-13,1e-40,0.018824200000000003
2.1,1e-40,9.5396e-34,1.0,0.606503,1.5181e-08,0.000187594,3.43939e-06,9.5396e-34,2.60477e-08,0.248485,1e-40,9.5396e-34,1.04826e-07,9.5396e-34,3.60538e-13,0.144821,9.5396e-34,6.35774e-08,1.88242e-06,1e-40,1e-40,1.96648e-11,1e-40,0.00018824200000000003
2.6,1e-40,5.59217e-14,1e-10,0.685741,1.88959e-28,0.000270747,2.49623e-06,5.59217e-14,3.72514e-28,0.208316,1e-40,5.59217e-14,1.7882099999999997e-27,5.59217e-14,4.4638000000000004e-33,0.105669,5.59217e-14,1.22625e-27,110349000000000.0,1e-40,1e-40,4.84155e-31,1e-40,1.1034900000000002e+16
2.6,1e-40,5.59217e-16,1e-09,0.685741,1.88959e-26,0.000270747,2.49623e-06,5.59217e-16,3.7251400000000004e-26,0.208316,1e-40,5.59217e-16,1.7882099999999999e-25,5.59217e-16,4.4638e-31,0.105669,5.59217e-16,1.22625e-25,1103490000000.0,1e-40,1e-40,4.8415500000000005e-29,1e-40,110349000000000.03
2.6,1e-40,5.59217e-18,1e-08,0.685741,1.88959e-24,0.000270747,2.49623e-06,5.59217e-18,3.72514e-24,0.208316,1e-40,5.59217e-18,1.78821e-23,5.59217e-18,4.4638e-29,0.105669,5.59217e-18,1.22625e-23,11034900000.0,1e-40,1e-40,4.84155e-27,1e-40,1103490000000.0002
2.6,1e-40,5.59217e-20,1e-07,0.685741,1.88959e-22,0.000270747,2.49623e-06,5.59217e-20,3.72514e-22,0.208316,1e-40,5.59217e-20,1.78821e-21,5.59217e-20,4.4638e-27,0.105669,5.59217e-20,1.22625e-21,110349000.0,1e-40,1e-40,4.84155e-25,1e-40,11034900000.000002
2.6,1e-40,5.59217e-22,1e-06,0.685741,1.8895899999999997e-20,0.000270747,2.49623e-06,5.59217e-22,3.7251399999999995e-20,0.208316,1e-40,5.59217e-22,1.78821e-19,5.59217e-22,4.463800000000001e-25,0.105669,5.59217e-22,1.22625e-19,1103490.0,1e-40,1e-40,4.84155e-23,1e-40,110349000.00000001
2.6,1e-40,5.59217e-24,1e-05,0.685741,1.8895900000000002e-18,0.000270747,2.49623e-06,5.59217e-24,3.72514e-18,0.208316,1e-40,5.59217e-24,1.78821e-17,5.59217e-24,4.4637999999999997e-23,0.105669,5.59217e-24,1.22625e-17,11034.9,1e-40,1e-40,4.84155e-21,1e-40,1103490.0
2.6,1e-40,5.59217e-26,0.0001,0.685741,1.88959e-16,0.000270747,2.49623e-06,5.59217e-26,3.72514e-16,0.208316,1e-40,5.59217e-26,1.78821e-15,5.59217e-26,4.4638e-21,0.105669,5.59217e-26,1.22625e-15,110.349,1e-40,1e-40,4.84155e-19,1e-40,11034.900000000001
2.6,1e-40,5.59217e-28,0.001,0.685741,1.88959e-14,0.000270747,2.49623e-06,5.59217e-28,3.72514e-14,0.208316,1e-40,5.59217e-28,1.78821e-13,5.59217e-28,4.4638e-19,0.105669,5.59217e-28,1.22625e-13,1.10349,1e-40,1e-40,4.84155e-17,1e-40,110.34900000000002
2.6,1e-40,5.59217e-30,0.01,0.685741,1.88959e-12,0.000270747,2.49623e-06,5.59217e-30,3.72514e-12,0.208316,1e-40,5.59217e-30,1.78821e-11,5.59217e-30,4.4638e-17,0.105669,5.59217e-30,1.22625e-11,0.0110349,1e-40,1e-40,4.84155e-15,1e-40,1.10349
2.6,1e-40,5.59217e-32,0.1,0.685741,1.88959e-10,0.000270747,2.49623e-06,5.59217e-32,3.72514e-10,0.208316,1e-40,5.59217e-32,1.78821e-09,5.59217e-32,4.4638e-15,0.105669,5.59217e-32,1.22625e-09,0.000110349,1e-40,1e-40,4.84155e-13,1e-40,0.0110349
2.6,1e-40,5.592170000000001e-34,1.0,0.685741,1.88959e-08,0.000270747,2.49623e-06,5.592170000000001e-34,3.72514e-08,0.208316,1e-40,5.592170000000001e-34,1.78821e-07,5.592170000000001e-34,4.4638e-13,0.105669,5.592170000000001e-34,1.22625e-07,1.10349e-06,1e-40,1e-40,4.84155e-11,1e-40,0.00011034900000000002
3.1,1e-40,3.65797e-14,1e-10,0.741937,2.25964e-28,0.000347026,1.94685e-06,3.65797e-14,4.785630000000001e-28,0.175057,1e-40,3.65797e-14,2.7337599999999998e-27,3.65797e-14,5.3222300000000004e-33,0.0826568,3.65797e-14,2.0282799999999998e-27,72181600000000.0,1e-40,1e-40,9.48684e-31,1e-40,7218160000000001.0
3.1,1e-40,3.65797e-16,1e-09,0.741937,2.25964e-26,0.000347026,1.94685e-06,3.65797e-16,4.78563e-26,0.175057,1e-40,3.65797e-16,2.73376e-25,3.65797e-16,5.322229999999999e-31,0.0826568,3.65797e-16,2.0282799999999998e-25,721816000000.0,1e-40,1e-40,9.486840000000001e-29,1e-40,72181600000000.02
3.1,1e-40,3.65797e-18,1e-08,0.741937,2.2596400000000003e-24,0.000347026,1.94685e-06,3.65797e-18,4.785630000000001e-24,0.175057,1e-40,3.65797e-18,2.73376e-23,3.65797e-18,5.32223e-29,0.0826568,3.65797e-18,2.02828e-23,7218160000.0,1e-40,1e-40,9.48684e-27,1e-40,721816000000.0001
3.1,1e-40,3.6579699999999995e-20,1e-07,0.741937,2.25964e-22,0.000347026,1.94685e-06,3.6579699999999995e-20,4.7856299999999995e-22,0.175057,1e-40,3.6579699999999995e-20,2.73376e-21,3.6579699999999995e-20,5.32223e-27,0.0826568,3.6579699999999995e-20,2.02828e-21,72181600.0,1e-40,1e-40,9.48684e-25,1e-40,7218160000.000001
