mH,DW_H4Pi,Br_HPiPi,theta,Br_HGluon,DW_Hmumu,Br_Hgaga,Br_Hee,Br_H4Pi,DW_Hss,Br_Hss,DW_Htautau,Br_Hcc,Decay_width_total,Br_HKK,DW_Hee,Br_Hmumu,Br_Htautau,DW_HGluon,ltime,DW_HKK,DW_HPiPi,DW_Hgaga,DW_Hcc,tau_1e-07
6.6,1e-40,4.78108e-26,1e-05,0.0275382,4.8371200000000005e-18,1.54117e-05,5.41753e-08,4.78108e-26,1.15902e-17,0.00554136,8.19765e-16,0.572656,2.09158e-15,4.78108e-26,1.13312e-22,0.00231266,0.391936,5.75984e-17,94.3436,1e-40,1e-40,3.22347e-20,1.19776e-15,9434.36
6.6,1e-40,4.78108e-28,0.0001,0.0275382,4.83712e-16,1.54117e-05,5.41753e-08,4.78108e-28,1.15902e-15,0.00554136,8.19765e-14,0.572656,2.09158e-13,4.78108e-28,1.13312e-20,0.00231266,0.391936,5.75984e-15,0.943436,1e-40,1e-40,3.2234700000000002e-18,1.19776e-13,94.34360000000001
6.6,1e-40,4.78108e-30,0.001,0.0275382,4.83712e-14,1.54117e-05,5.41753e-08,4.78108e-30,1.15902e-13,0.00554136,8.19765e-12,0.572656,2.09158e-11,4.78108e-30,1.13312e-18,0.00231266,0.391936,5.75984e-13,0.00943436,1e-40,1e-40,3.22347e-16,1.19776e-11,0.9434360000000002
6.6,1e-40,4.78108e-32,0.01,0.0275382,4.83712e-12,1.54117e-05,5.41753e-08,4.78108e-32,1.15902e-11,0.00554136,8.19765e-10,0.572656,2.09158e-09,4.78108e-32,1.13312e-16,0.00231266,0.391936,5.75984e-11,9.43436e-05,1e-40,1e-40,3.22347e-14,1.19776e-09,0.009434360000000001
6.6,1e-40,4.78108e-34,0.1,0.0275382,4.83712e-10,1.54117e-05,5.41753e-08,4.78108e-34,1.15902e-09,0.00554136,8.19765e-08,0.572656,2.09158e-07,4.78108e-34,1.13312e-14,0.00231266,0.391936,5.75984e-09,9.43436e-07,1e-40,1e-40,3.22347e-12,1.19776e-07,9.43436e-05
6.6,1e-40,4.78108e-36,1.0,0.0275382,4.83712e-08,1.54117e-05,5.41753e-08,4.78108e-36,1.15902e-07,0.00554136,8.19765e-06,0.572656,2.09158e-05,4.78108e-36,1.13312e-12,0.00231266,0.391936,5.75984e-07,9.43436e-09,1e-40,1e-40,3.22347e-10,1.19776e-05,9.434360000000001e-07
7.1,1e-40,4.07444e-16,1e-10,0.0271521,5.20466e-28,1.47925e-05,4.96658e-08,4.07444e-16,1.2527499999999999e-27,0.00510425,9.56261e-26,0.575985,2.45433e-25,4.07444e-16,1.2189600000000001e-32,0.00212061,0.389623,6.66401e-27,803997000000.0,1e-40,1e-40,3.63056e-30,1.4136599999999999e-25,80399700000000.02
7.1,1e-40,4.07444e-18,1e-09,0.0271521,5.20466e-26,1.47925e-05,4.96658e-08,4.07444e-18,1.25275e-25,0.00510425,9.56261e-24,0.575985,2.45433e-23,4.07444e-18,1.2189600000000001e-30,0.00212061,0.389623,6.66401e-25,8039970000.0,1e-40,1e-40,3.63056e-28,1.41366e-23,803997000000.0001
7.1,1e-40,4.0744399999999995e-20,1e-08,0.0271521,5.2046600000000005e-24,1.47925e-05,4.96658e-08,4.0744399999999995e-20,1.2527500000000001e-23,0.00510425,9.56261e-22,0.575985,2.45433e-21,4.0744399999999995e-20,1.21896e-28,0.00212061,0.389623,6.66401e-23,80399700.0,1e-40,1e-40,3.63056e-26,1.4136599999999999e-21,8039970000.000001
7.1,1e-40,4.07444e-22,1e-07,0.0271521,5.20466e-22,1.47925e-05,4.96658e-08,4.07444e-22,1.25275e-21,0.00510425,9.56261e-20,0.575985,2.45433e-19,4.07444e-22,1.21896e-26,0.00212061,0.389623,6.66401e-21,803997.0,1e-40,1e-40,3.6305600000000004e-24,1.41366e-19,80399700.00000001
7.1,1e-40,4.074440000000001e-24,1e-06,0.0271521,5.20466e-20,1.47925e-05,4.96658e-08,4.074440000000001e-24,1.25275e-19,0.00510425,9.562610000000002e-18,0.575985,2.45433e-17,4.074440000000001e-24,1.2189600000000001e-24,0.00212061,0.389623,6.66401e-19,8039.97,1e-40,1e-40,3.63056e-22,1.41366e-17,803997.0000000001
7.1,1e-40,4.0744400000000004e-26,1e-05,0.0271521,5.204660000000001e-18,1.47925e-05,4.96658e-08,4.0744400000000004e-26,1.25275e-17,0.00510425,9.56261e-16,0.575985,2.45433e-15,4.0744400000000004e-26,1.21896e-22,0.00212061,0.389623,6.66401e-17,80.3997,1e-40,1e-40,3.63056e-20,1.41366e-15,8039.970000000001
7.1,1e-40,4.07444e-28,0.0001,0.0271521,5.20466e-16,1.47925e-05,4.96658e-08,4.07444e-28,1.25275e-15,0.00510425,9.56261e-14,0.575985,2.45433e-13,4.07444e-28,1.21896e-20,0.00212061,0.389623,6.66401e-15,0.803997,1e-40,1e-40,3.63056e-18,1.41366e-13,80.39970000000001
7.1,1e-40,4.07444e-30,0.001,0.0271521,5.20466e-14,1.47925e-05,4.96658e-08,4.07444e-30,1.25275e-13,0.00510425,9.56261e-12,0.575985,2.45433e-11,4.07444e-30,1.2189600000000001e-18,0.00212061,0.389623,6.66401e-13,0.00803997,1e-40,1e-40,3.63056e-16,1.41366e-11,0.8039970000000002
7.1,1e-40,4.07444e-32,0.01,0.0271521,5.20466e-12,1.47925e-05,4.96658e-08,4.07444e-32,1.25275e-11,0.00510425,9.56261e-10,0.575985,2.45433e-09,4.07444e-32,1.21896e-16,0.00212061,0.389623,6.66401e-11,8.03997e-05,1e-40,1e-40,3.63056e-14,1.41366e-09,0.00803997
7.1,1e-40,4.074440000000001e-34,0.1,0.0271521,5.20466e-10,1.47925e-05,4.96658e-08,4.074440000000001e-34,1.25275e-09,0.00510425,9.56261e-08,0.575985,2.45433e-07,4.074440000000001e-34,1.21896e-14,0.00212061,0.389623,6.66401e-09,8.03997e-07,1e-40,1e-40,3.63056e-12,1.41366e-07,8.039970000000001e-05
7.1,1e-40,4.07444e-36,1.0,0.0271521,5.20466e-08,1.47925e-05,4.96658e-08,4.07444e-36,1.25275e-07,0.00510425,9.56261e-06,0.575985,2.45433e-05,4.07444e-36,1.21896e-12,0.00212061,0.389623,6.66401e-07,8.03997e-09,1e-40,1e-40,3.63056e-10,1.41366e-05,8.039970000000001e-07
7.6,1e-40,3.55705e-16,1e-10,0.0277574,5.57213e-28,1.46171e-05,4.64125e-08,3.55705e-16,1.34611e-27,0.00478819,1.0896000000000002e-25,0.577883,2.81132e-25,3.55705e-16,1.3048e-32,0.00198203,0.387575,7.8035e-27,701902000000.0,1e-40,1e-40,4.10935e-30,1.62461e-25,70190200000000.016
7.6,1e-40,3.557050000000001e-18,1e-09,0.0277574,5.57213e-26,1.46171e-05,4.64125e-08,3.557050000000001e-18,1.34611e-25,0.00478819,1.0896e-23,0.577883,2.81132e-23,3.557050000000001e-18,1.3048e-30,0.00198203,0.387575,7.8035e-25,7019020000.0,1e-40,1e-40,4.10935e-28,1.6246100000000002e-23,701902000000.0001
7.6,1e-40,3.5570499999999995e-20,1e-08,0.0277574,5.5721300000000005e-24,1.46171e-05,4.64125e-08,3.5570499999999995e-20,1.34611e-23,0.00478819,1.0896e-21,0.577883,2.81132e-21,3.5570499999999995e-20,1.3048e-28,0.00198203,0.387575,7.8035e-23,70190200.0,1e-40,1e-40,4.1093500000000003e-26,1.6246099999999999e-21,7019020000.000002
7.6,1e-40,3.55705e-22,1e-07,0.0277574,5.57213e-22,1.46171e-05,4.64125e-08,3.55705e-22,1.34611e-21,0.00478819,1.0896e-19,0.577883,2.81132e-19,3.55705e-22,1.3048e-26,0.00198203,0.387575,7.803499999999999e-21,701902.0,1e-40,1e-40,4.10935e-24,1.62461e-19,70190200.0
7.6,1e-40,3.55705e-24,1e-06,0.0277574,5.57213e-20,1.46171e-05,4.64125e-08,3.55705e-24,1.3461100000000001e-19,0.00478819,1.0896e-17,0.577883,2.81132e-17,3.55705e-24,1.3048e-24,0.00198203,0.387575,7.8035000000000005e-19,7019.02,1e-40,1e-40,4.10935e-22,1.62461e-17,701902.0000000001
7.6,1e-40,3.55705e-26,1e-05,0.0277574,5.5721300000000006e-18,1.46171e-05,4.64125e-08,3.55705e-26,1.34611e-17,0.00478819,1.0896e-15,0.577883,2.81132e-15,3.55705e-26,1.3048e-22,0.00198203,0.387575,7.8035e-17,70.1902,1e-40,1e-40,4.1093499999999994e-20,1.62461e-15,7019.020000000001
7.6,1e-40,3.5570500000000003e-28,0.0001,0.0277574,5.57213e-16,1.46171e-05,4.64125e-08,3.5570500000000003e-28,1.34611e-15,0.00478819,1.0896e-13,0.577883,2.81132e-13,3.5570500000000003e-28,1.3048e-20,0.00198203,0.387575,7.8035e-15,0.701902,1e-40,1e-40,4.1093500000000004e-18,1.62461e-13,70.19020000000002
7.6,1e-40,3.55705e-30,0.001,0.0277574,5.57213e-14,1.46171e-05,4.64125e-08,3.55705e-30,1.34611e-13,0.00478819,1.0896e-11,0.577883,2.81132e-11,3.55705e-30,1.3048e-18,0.00198203,0.387575,7.8035e-13,0.00701902,1e-40,1e-40,4.10935e-16,1.62461e-11,0.701902
7.6,1e-40,3.5570500000000004e-32,0.01,0.0277574,5.57213e-12,1.46171e-05,4.64125e-08,3.5570500000000004e-32,1.34611e-11,0.00478819,1.0896e-09,0.577883,2.81132e-09,3.5570500000000004e-32,1.3048e-16,0.00198203,0.387575,7.8035e-11,7.01902e-05,1e-40,1e-40,4.10935e-14,1.62461e-09,0.007019020000000001
7.6,1e-40,3.5570500000000004e-34,0.1,0.0277574,5.57213e-10,1.46171e-05,4.64125e-08,3.5570500000000004e-34,1.34611e-09,0.00478819,1.0896e-07,0.577883,2.81132e-07,3.5570500000000004e-34,1.3048e-14,0.00198203,0.387575,7.8035e-09,7.01902e-07,1e-40,1e-40,4.10935e-12,1.62461e-07,7.01902e-05
7.6,1e-40,3.55705e-36,1.0,0.0277574,5.57213e-08,1.46171e-05,4.64125e-08,3.55705e-36,1.34611e-07,0.00478819,1.0896e-05,0.577883,2.81132e-05,3.55705e-36,1.3048e-12,0.00198203,0.387575,7.8035e-07,7.01902e-09,1e-40,1e-40,4.10935e-10,1.62461e-05,7.019020000000001e-07
8.1,1e-40,3.15943e-16,1e-10,0.0295921,5.93954e-28,1.48465e-05,4.39365e-08,3.15943e-16,1.4391799999999999e-27,0.00454697,1.22008e-25,0.578494,3.16513e-25,3.15943e-16,1.3906500000000002e-32,0.00187655,0.385476,9.36629e-27,623441000000.0,1e-40,1e-40,4.69912e-30,1.83101e-25,62344100000000.016
8.1,1e-40,3.1594300000000003e-18,1e-09,0.0295921,5.93954e-26,1.48465e-05,4.39365e-08,3.1594300000000003e-18,1.4391799999999999e-25,0.00454697,1.22008e-23,0.578494,3.16513e-23,3.1594300000000003e-18,1.3906500000000001e-30,0.00187655,0.385476,9.36629e-25,6234410000.0,1e-40,1e-40,4.69912e-28,1.8310100000000002e-23,623441000000.0001
8.1,1e-40,3.1594299999999994e-20,1e-08,0.0295921,5.9395400000000005e-24,1.48465e-05,4.39365e-08,3.1594299999999994e-20,1.43918e-23,0.00454697,1.2200799999999999e-21,0.578494,3.1651299999999998e-21,3.1594299999999994e-20,1.3906500000000002e-28,0.00187655,0.385476,9.36629e-23,62344100.0,1e-40,1e-40,4.6991200000000005e-26,1.8310099999999998e-21,6234410000.000002
8.1,1e-40,3.15943e-22,1e-07,0.0295921,5.93954e-22,1.48465e-05,4.39365e-08,3.15943e-22,1.43918e-21,0.00454697,1.22008e-19,0.578494,3.16513e-19,3.15943e-22,1.3906500000000001e-26,0.00187655,0.385476,9.36629e-21,623441.0,1e-40,1e-40,4.6991200000000004e-24,1.83101e-19,62344100.00000001
8.1,1e-40,3.1594300000000004e-24,1e-06,0.0295921,5.93954e-20,1.48465e-05,4.39365e-08,3.1594300000000004e-24,1.43918e-19,0.00454697,1.22008e-17,0.578494,3.16513e-17,3.1594300000000004e-24,1.3906500000000001e-24,0.00187655,0.385476,9.36629e-19,6234.41,1e-40,1e-40,4.69912e-22,1.83101e-17,623441.0000000001
8.1,1e-40,3.15943e-26,1e-05,0.0295921,5.93954e-18,1.48465e-05,4.39365e-08,3.15943e-26,1.43918e-17,0.00454697,1.22008e-15,0.578494,3.16513e-15,3.15943e-26,1.39065e-22,0.00187655,0.385476,9.36629e-17,62.3441,1e-40,1e-40,4.69912e-20,1.83101e-15,6234.41
8.1,1e-40,3.15943e-28,0.0001,0.0295921,5.93954e-16,1.48465e-05,4.39365e-08,3.15943e-28,1.43918e-15,0.00454697,1.22008e-13,0.578494,3.16513e-13,3.15943e-28,1.39065e-20,0.00187655,0.385476,9.36629e-15,0.623441,1e-40,1e-40,4.69912e-18,1.83101e-13,62.34410000000001
8.1,1e-40,3.15943e-30,0.001,0.0295921,5.93954e-14,1.48465e-05,4.39365e-08,3.15943e-30,1.43918e-13,0.00454697,1.22008e-11,0.578494,3.16513e-11,3.15943e-30,1.3906500000000002e-18,0.00187655,0.385476,9.36629e-13,0.00623441,1e-40,1e-40,4.69912e-16,1.83101e-11,0.6234410000000001
8.1,1e-40,3.1594300000000004e-32,0.01,0.0295921,5.93954e-12,1.48465e-05,4.39365e-08,3.1594300000000004e-32,1.43918e-11,0.00454697,1.22008e-09,0.578494,3.16513e-09,3.1594300000000004e-32,1.39065e-16,0.00187655,0.385476,9.36629e-11,6.23441e-05,1e-40,1e-40,4.69912e-14,1.83101e-09,0.006234410000000002
8.1,1e-40,3.1594300000000003e-34,0.1,0.0295921,5.93954e-10,1.48465e-05,4.39365e-08,3.1594300000000003e-34,1.43918e-09,0.00454697,1.22008e-07,0.578494,3.16513e-07,3.1594300000000003e-34,1.39065e-14,0.00187655,0.385476,9.36629e-09,6.23441e-07,1e-40,1e-40,4.69912e-12,1.83101e-07,6.23441e-05
8.1,1e-40,3.15943e-36,1.0,0.0295921,5.93954e-08,1.48465e-05,4.39365e-08,3.15943e-36,1.43918e-07,0.00454697,1.22008e-05,0.578494,3.16513e-05,3.15943e-36,1.39065e-12,0.00187655,0.385476,9.36629e-07,6.23441e-09,1e-40,1e-40,4.69912e-10,1.83101e-05,6.234410000000001e-07
8.6,1e-40,2.83664e-16,1e-10,0.034694,6.3069e-28,1.58193e-05,4.18826e-08,2.83664e-16,1.53199e-27,0.00434569,1.34803e-25,0.576768,3.5253000000000005e-25,2.83664e-16,1.47649e-32,0.00178904,0.382387,1.2230700000000001e-26,559745000000.0,1e-40,1e-40,5.57679e-30,2.03328e-25,55974500000000.0
8.6,1e-40,2.83664e-18,1e-09,0.034694,6.3069e-26,1.58193e-05,4.18826e-08,2.83664e-18,1.53199e-25,0.00434569,1.34803e-23,0.576768,3.5253e-23,2.83664e-18,1.47649e-30,0.00178904,0.382387,1.2230700000000001e-24,5597450000.0,1e-40,1e-40,5.57679e-28,2.03328e-23,559745000000.0
8.6,1e-40,2.8366399999999996e-20,1e-08,0.034694,6.3069000000000006e-24,1.58193e-05,4.18826e-08,2.8366399999999996e-20,1.53199e-23,0.00434569,1.3480299999999999e-21,0.576768,3.5253e-21,2.8366399999999996e-20,1.47649e-28,0.00178904,0.382387,1.22307e-22,55974500.0,1e-40,1e-40,5.57679e-26,2.03328e-21,5597450000.000001
8.6,1e-40,2.83664e-22,1e-07,0.034694,6.306899999999999e-22,1.58193e-05,4.18826e-08,2.83664e-22,1.53199e-21,0.00434569,1.34803e-19,0.576768,3.5253000000000004e-19,2.83664e-22,1.4764900000000002e-26,0.00178904,0.382387,1.22307e-20,559745.0,1e-40,1e-40,5.57679e-24,2.0332800000000001e-19,55974500.00000001
8.6,1e-40,2.8366400000000003e-24,1e-06,0.034694,6.3069e-20,1.58193e-05,4.18826e-08,2.8366400000000003e-24,1.5319900000000001e-19,0.00434569,1.34803e-17,0.576768,3.5253e-17,2.8366400000000003e-24,1.4764900000000002e-24,0.00178904,0.382387,1.22307e-18,5597.45,1e-40,1e-40,5.57679e-22,2.03328e-17,559745.0000000001
8.6,1e-40,2.83664e-26,1e-05,0.034694,6.3069e-18,1.58193e-05,4.18826e-08,2.83664e-26,1.53199e-17,0.00434569,1.34803e-15,0.576768,3.5253e-15,2.83664e-26,1.47649e-22,0.00178904,0.382387,1.22307e-16,55.9745,1e-40,1e-40,5.576789999999999e-20,2.03328e-15,5597.450000000001
8.6,1e-40,2.83664e-28,0.0001,0.034694,6.3069e-16,1.58193e-05,4.18826e-08,2.83664e-28,1.53199e-15,0.00434569,1.34803e-13,0.576768,3.5253e-13,2.83664e-28,1.47649e-20,0.00178904,0.382387,1.22307e-14,0.559745,1e-40,1e-40,5.5767900000000005e-18,2.03328e-13,55.97450000000001
8.6,1e-40,2.83664e-30,0.001,0.034694,6.3069e-14,1.58193e-05,4.18826e-08,2.83664e-30,1.53199e-13,0.00434569,1.34803e-11,0.576768,3.5253e-11,2.83664e-30,1.47649e-18,0.00178904,0.382387,1.22307e-12,0.00559745,1e-40,1e-40,5.57679e-16,2.03328e-11,0.5597450000000002
8.6,1e-40,2.83664e-32,0.01,0.034694,6.3069e-12,1.58193e-05,4.18826e-08,2.83664e-32,1.53199e-11,0.00434569,1.34803e-09,0.576768,3.5253e-09,2.83664e-32,1.47649e-16,0.00178904,0.382387,1.22307e-10,5.59745e-05,1e-40,1e-40,5.57679e-14,2.03328e-09,0.00559745
8.6,1e-40,2.83664e-34,0.1,0.034694,6.3069e-10,1.58193e-05,4.18826e-08,2.83664e-34,1.53199e-09,0.00434569,1.34803e-07,0.576768,3.5253e-07,2.83664e-34,1.47649e-14,0.00178904,0.382387,1.22307e-08,5.59745e-07,1e-40,1e-40,5.57679e-12,2.03328e-07,5.5974500000000004e-05
8.6,1e-40,2.83664e-36,1.0,0.034694,6.3069e-08,1.58193e-05,4.18826e-08,2.83664e-36,1.53199e-07,0.00434569,1.34803e-05,0.576768,3.5253e-05,2.83664e-36,1.47649e-12,0.00178904,0.382387,1.22307e-06,5.59745e-09,1e-40,1e-40,5.57679e-10,2.03328e-05,5.597450000000001e-07
9.1,1e-40,2.57503e-16,1e-10,0.0398687,6.67423e-28,1.7063e-05,4.02306e-08,2.57503e-16,1.62459e-27,0.00418338,1.47374e-25,0.574718,3.88344e-25,2.57503e-16,1.56233e-32,0.00171864,0.379494,1.54828e-26,508124000000.0,1e-40,1e-40,6.62631e-30,2.23189e-25,50812400000000.01
9.1,1e-40,2.57503e-18,1e-09,0.0398687,6.67423e-26,1.7063e-05,4.02306e-08,2.57503e-18,1.62459e-25,0.00418338,1.47374e-23,0.574718,3.8834400000000004e-23,2.57503e-18,1.56233e-30,0.00171864,0.379494,1.54828e-24,5081240000.0,1e-40,1e-40,6.62631e-28,2.2318900000000002e-23,508124000000.00006
9.1,1e-40,2.5750299999999998e-20,1e-08,0.0398687,6.674230000000001e-24,1.7063e-05,4.02306e-08,2.5750299999999998e-20,1.62459e-23,0.00418338,1.4737399999999999e-21,0.574718,3.8834399999999995e-21,2.5750299999999998e-20,1.56233e-28,0.00171864,0.379494,1.5482799999999999e-22,50812400.0,1e-40,1e-40,6.626310000000001e-26,2.2318899999999997e-21,5081240000.000001
9.1,1e-40,2.57503e-22,1e-07,0.0398687,6.67423e-22,1.7063e-05,4.02306e-08,2.57503e-22,1.62459e-21,0.00418338,1.4737400000000001e-19,0.574718,3.8834400000000003e-19,2.57503e-22,1.5623300000000002e-26,0.00171864,0.379494,1.5482799999999997e-20,508124.0,1e-40,1e-40,6.626310000000001e-24,2.23189e-19,50812400.00000001
9.1,1e-40,2.5750300000000002e-24,1e-06,0.0398687,6.67423e-20,1.7063e-05,4.02306e-08,2.5750300000000002e-24,1.6245900000000001e-19,0.00418338,1.47374e-17,0.574718,3.88344e-17,2.5750300000000002e-24,1.56233e-24,0.00171864,0.379494,1.5482800000000002e-18,5081.24,1e-40,1e-40,6.62631e-22,2.23189e-17,508124.00000000006
9.1,1e-40,2.57503e-26,1e-05,0.0398687,6.67423e-18,1.7063e-05,4.02306e-08,2.57503e-26,1.62459e-17,0.00418338,1.47374e-15,0.574718,3.88344e-15,2.57503e-26,1.56233e-22,0.00171864,0.379494,1.54828e-16,50.8124,1e-40,1e-40,6.62631e-20,2.23189e-15,5081.24
9.1,1e-40,2.57503e-28,0.0001,0.0398687,6.67423e-16,1.7063e-05,4.02306e-08,2.57503e-28,1.62459e-15,0.00418338,1.47374e-13,0.574718,3.88344e-13,2.57503e-28,1.56233e-20,0.00171864,0.379494,1.54828e-14,0.508124,1e-40,1e-40,6.6263100000000005e-18,2.23189e-13,50.81240000000001
9.1,1e-40,2.57503e-30,0.001,0.0398687,6.67423e-14,1.7063e-05,4.02306e-08,2.57503e-30,1.62459e-13,0.00418338,1.47374e-11,0.574718,3.88344e-11,2.57503e-30,1.5623300000000001e-18,0.00171864,0.379494,1.54828e-12,0.00508124,1e-40,1e-40,6.62631e-16,2.23189e-11,0.508124
9.1,1e-40,2.57503e-32,0.01,0.0398687,6.67423e-12,1.7063e-05,4.02306e-08,2.57503e-32,1.62459e-11,0.00418338,1.47374e-09,0.574718,3.88344e-09,2.57503e-32,1.56233e-16,0.00171864,0.379494,1.54828e-10,5.08124e-05,1e-40,1e-40,6.62631e-14,2.23189e-09,0.005081240000000001
9.1,1e-40,2.57503e-34,0.1,0.0398687,6.67423e-10,1.7063e-05,4.02306e-08,2.57503e-34,1.62459e-09,0.00418338,1.47374e-07,0.574718,3.88344e-07,2.57503e-34,1.56233e-14,0.00171864,0.379494,1.54828e-08,5.08124e-07,1e-40,1e-40,6.62631e-12,2.23189e-07,5.08124e-05
9.1,1e-40,2.57503e-36,1.0,0.0398687,6.67423e-08,1.7063e-05,4.02306e-08,2.57503e-36,1.62459e-07,0.00418338,1.47374e-05,0.574718,3.88344e-05,2.57503e-36,1.56233e-12,0.00171864,0.379494,1.54828e-06,5.08124e-09,1e-40,1e-40,6.62631e-10,2.23189e-05,5.08124e-07
9.6,1e-40,2.36258e-16,1e-10,0.0433904,7.04152e-28,1.8121e-05,3.89394e-08,2.36258e-16,1.71702e-27,0.00405659,1.59749e-25,0.573452,4.23266e-25,2.36258e-16,1.64817e-32,0.00166362,0.377419,1.83657e-26,466201000000.0,1e-40,1e-40,7.67002e-30,2.4272299999999997e-25,46620100000000.01
9.6,1e-40,2.36258e-18,1e-09,0.0433904,7.04152e-26,1.8121e-05,3.89394e-08,2.36258e-18,1.71702e-25,0.00405659,1.59749e-23,0.573452,4.23266e-23,2.36258e-18,1.64817e-30,0.00166362,0.377419,1.83657e-24,4662010000.0,1e-40,1e-40,7.67002e-28,2.42723e-23,466201000000.0001
9.6,1e-40,2.36258e-20,1e-08,0.0433904,7.041520000000001e-24,1.8121e-05,3.89394e-08,2.36258e-20,1.71702e-23,0.00405659,1.59749e-21,0.573452,4.23266e-21,2.36258e-20,1.6481700000000001e-28,0.00166362,0.377419,1.83657e-22,46620100.0,1e-40,1e-40,7.670020000000001e-26,2.4272299999999997e-21,4662010000.000001
9.6,1e-40,2.36258e-22,1e-07,0.0433904,7.04152e-22,1.8121e-05,3.89394e-08,2.36258e-22,1.7170199999999998e-21,0.00405659,1.5974900000000001e-19,0.573452,4.2326600000000003e-19,2.36258e-22,1.6481700000000002e-26,0.00166362,0.377419,1.83657e-20,466201.0,1e-40,1e-40,7.67002e-24,2.42723e-19,46620100.00000001
9.6,1e-40,2.3625800000000002e-24,1e-06,0.0433904,7.041519999999999e-20,1.8121e-05,3.89394e-08,2.3625800000000002e-24,1.71702e-19,0.00405659,1.59749e-17,0.573452,4.23266e-17,2.3625800000000002e-24,1.6481700000000001e-24,0.00166362,0.377419,1.8365700000000003e-18,4662.01,1e-40,1e-40,7.67002e-22,2.42723e-17,466201.0000000001
9.6,1e-40,2.36258e-26,1e-05,0.0433904,7.04152e-18,1.8121e-05,3.89394e-08,2.36258e-26,1.71702e-17,0.00405659,1.59749e-15,0.573452,4.23266e-15,2.36258e-26,1.64817e-22,0.00166362,0.377419,1.83657e-16,46.6201,1e-40,1e-40,7.670019999999999e-20,2.42723e-15,4662.010000000001
9.6,1e-40,2.36258e-28,0.0001,0.0433904,7.04152e-16,1.8121e-05,3.89394e-08,2.36258e-28,1.71702e-15,0.00405659,1.59749e-13,0.573452,4.23266e-13,2.36258e-28,1.6481699999999997e-20,0.00166362,0.377419,1.83657e-14,0.466201,1e-40,1e-40,7.670020000000001e-18,2.42723e-13,46.6201
9.6,1e-40,2.3625800000000002e-30,0.001,0.0433904,7.04152e-14,1.8121e-05,3.89394e-08,2.3625800000000002e-30,1.71702e-13,0.00405659,1.59749e-11,0.573452,4.23266e-11,2.3625800000000002e-30,1.6481700000000002e-18,0.00166362,0.377419,1.83657e-12,0.00466201,1e-40,1e-40,7.67002e-16,2.42723e-11,0.4662010000000001
9.6,1e-40,2.36258e-32,0.01,0.0433904,7.04152e-12,1.8121e-05,3.89394e-08,2.36258e-32,1.71702e-11,0.00405659,1.59749e-09,0.573452,4.23266e-09,2.36258e-32,1.64817e-16,0.00166362,0.377419,1.83657e-10,4.66201e-05,1e-40,1e-40,7.67002e-14,2.42723e-09,0.00466201
9.6,1e-40,2.3625800000000003e-34,0.1,0.0433904,7.04152e-10,1.8121e-05,3.89394e-08,2.3625800000000003e-34,1.71702e-09,0.00405659,1.59749e-07,0.573452,4.23266e-07,2.3625800000000003e-34,1.64817e-14,0.00166362,0.377419,1.83657e-08,4.66201e-07,1e-40,1e-40,7.67002e-12,2.42723e-07,4.6620100000000004e-05
9.6,1e-40,2.36258e-36,1.0,0.0433904,7.04152e-08,1.8121e-05,3.89394e-08,2.36258e-36,1.71702e-07,0.00405659,1.59749e-05,0.573452,4.23266e-05,2.36258e-36,1.64817e-12,0.00166362,0.377419,1.83657e-06,4.66201e-09,1e-40,1e-40,7.67002e-10,2.42723e-05,4.66201e-07
