mA,f0
0.003720930232558095, 0.3798955613577024
0.06511627906976741, 0.38511749347258517
0.21767441860465114, 0.42428198433420405
0.3190697674418605, 0.4477806788511751
0.4009302325581396, 0.47389033942558756
0.4920930232558141, 0.5208877284595301
0.5767441860465117, 0.5626631853785904
0.6679069767441861, 0.6305483028720626
0.7441860465116279, 0.6984334203655354
0.8111627906976746, 0.7741514360313317
