m,tanb
0.10331402750467471, 17.330295587336472
0.11027520558601314, 16.993278908966396
0.11674993223684368, 16.662816085429732
0.1319331653844473, 16.662816085429732
0.14788070230395087, 16.662816085429732
0.16307574848772177, 16.338779666021715
0.17548814674967014, 16.338779666021715
0.1903908258541406, 17.330295587336472
0.19670043018932395, 18.024512999760987
0.20655905963340981, 22.814394933465476
0.21167214793673814, 36.551044054268715
0.21340448368305828, 58.55859098403706
0.20995387462756165, 141.70524572543115
0.22047676696852372, 478.8181184163716
0.22964761895561556, 630.3381035711955
0.26163697246406326, 829.8059524728006
0.27926576501018846, 880.1625782610524
0.3260425914100977, 1136.1537342063687
0.3654532752111861, 1303.5827134848942
0.419767537447881, 1555.5989974576494
0.49813279261410004, 2215.2144631156057
0.5493169611465468, 2916.2097881800446
0.5768487380830928, 3033.0273925327715
0.6465758345318344, 2916.2097881800446
0.7672833112592111, 3992.8161887685706
0.9031340417093408, 3992.8161887685706
1.0289384121493272, 4152.760519139893
1.2310210711384606, 6030.923162076584
1.3032995574462212, 6785.10391279806
1.3798218213020859, 7784.988865173839
1.5466089924688713, 6919.668477726166
1.6508176936376266, 8257.41952186055
1.8204426055091725, 11530.116321649662
2.007496825800612, 12971.983768750988
2.2685701452040985, 19212.42077112595
2.4813627907752163, 22043.653818497056
2.5635958361522695, 30181.730471810344
2.7141154583473646, 60013.86529581984
2.7141154583473646, 112505.22897495826
2.7141154583473646, 157094.8858103816
2.4412407991092047, 148107.03677727332
2.074025822763115, 139633.4083683772
1.805664950676336, 136918.00243426318
1.5216013501615444, 131644.5805467757
1.3798218213020859, 110317.37601092043
1.2718174480243296, 96148.48172356344
1.1722670247182534, 96148.48172356344
1.1163171853515905, 106068.4821117746
0.9878483197522516, 124112.81648025195
0.9330641522556677, 119332.58867011465
0.8885309628570806, 104005.8024915152
0.8256845519551131, 90647.55128883857
0.7610547996332634, 87156.24428380658
0.7188481644813769, 96148.48172356344
0.6107179825620919, 92445.30537746396
0.5815696978264582, 85461.34486332565
0.5273802889198353, 79005.001238589
0.48610004772892684, 70223.40379945718
0.47050730619027725, 70223.40379945718
0.43367874909459925, 74484.8984973065
0.3932694995125953, 79005.001238589
0.3451859395878731, 77468.61641711433
0.30796089649633734, 73036.41465848278
0.29808236493578105, 71616.09901849738
0.2885207092737661, 62417.90220709451
0.2637782229043146, 71616.09901849738
0.25324438392668885, 75962.10917658567
0.24115756215106723, 64918.24008885783
0.21868702113909722, 36730.93494284973
0.2151509969542311, 17415.58897233387
0.20995387462756165, 7196.856730011521
0.20156948154270263, 1968.9880046452508
0.19194899416590694, 378.29026038544293
0.18130387220039798, 260.48232018311836
0.16575591171624907, 231.52907874272853
0.14548956936383386, 255.41680437123588
0.13967952303124237, 323.291944012376
0.12770111529964095, 250.44979601437933
0.11866872689647878, 186.5472763480218
0.11392975622997012, 186.5472763480218
0.10331402750467471, 287.35726059838066
