m,tanb
0.09876040947390992, 4.225877177653412
0.11104622311398805, 3.100577154661726
0.11672725277903526, 3.5893203806711025
0.12611257593293482, 3.4312496914302466
0.12801443337196233, 3.065861750519663
0.13693402565409957, 3.135685648702429
0.141095271436598, 3.883667616812578
0.1461101511510755, 3.650456589497507
0.153585021342759, 3.650456589497507
0.1598393262657697, 3.7335944247839445
0.16843623929736878, 5.003414740217994
0.17661215307901076, 5.293176569660431
0.18334621099619888, 3.2801403040925643
0.193690026662501, 3.629963018125068
0.20208098982256115, 3.7758707078997666
0.2087420611773531, 3.8618648046052018
0.21778510265695497, 5.003414740217994
0.2306465231302594, 5.4750275400133805
0.24063850109593043, 5.353112332836949
0.26855655237995746, 5.088636948313524
0.27740881681002855, 5.599719322164664
0.2959983390624931, 4.864537602362681
0.32705908608946205, 6.555803335123188
0.3361583308666268, 6.667467081797703
0.3542385117759403, 6.667467081797703
0.36958469326708004, 6.742964228500191
0.4002981029620023, 7.133468264675693
0.41040984308051, 7.214242041804046
0.41972861738351075, 7.337120849270516
0.4591682295070265, 10.519737185438379
0.5048262490560524, 11.066487045069502
0.5704658954483739, 10.698917860652331
0.6810088608809787, 10.343557347765966
0.7734056978299465, 10.343557347765966
0.8272938674028305, 10.579128144451628
0.9680894625777761, 10
1.0804038725357992, 9.943860251806857
1.1132359318907274, 10.056456694655319
1.187835306078237, 10.820063981266662
1.3934626781910875, 10.343557347765966
1.5130327226439366, 10.343557347765966
1.559011806409344, 10.343557347765966
1.8704208209496689, 10.460679645773522
2.0107524809142205, 11.25498040626552
2.289268019791325, 10.579128144451628
2.442674819492682, 12.109594045029542
2.930593483901405, 12.246713551869105
3.049933411021009, 13.401066562037014
3.2220010464888147, 14.097569823719562
3.4037761959202038, 13.861470050565876
3.5335590315907393, 14.097569823719562
3.865588328259232, 14.913999769048367
3.9930073383570863, 16.228147583668793
4.083672644766602, 21.38323208478654
4.303311824915581, 15.601057382115519
4.743035093930039, 16.50455852343433
4.731217509153571, 360.95844971462685
4.5802418157750475, 294.73903197444906
4.5234655721546835, 273.9383349680241
4.412015739574348, 227.49309286240378
4.292589839667024, 169.75745311709275
4.186828358489426, 123.85385692024535
4.104098430805099, 155.13473438817647
4.0330518255455425, 181.62210471333145
3.953360456015667, 231.3679392836642
3.855956959973851, 278.60427433146185
3.779764908822362, 326.1725679021568
3.613792095336399, 392.76432105745033
3.4464986668766273, 442.0554737781786
3.2543133786971477, 457.2426143918445
3.034754124184813, 491.96197954203615
2.8798615821360474, 532.3060094995432
2.7740881681002847, 547.5027540013381
2.4857051997567576, 547.5027540013381
2.260890470301182, 520.4528823773296
2.1887442403410877, 550.5937735818981
2.030917620904735, 553.7022440373219
1.8891786233413757, 483.7228210755405
1.842632753161258, 506.00694686210545
1.7355479611367515, 538.3334235680004
1.6801656929748336, 559.9719322164659
1.5512527231110034, 544.4290873268693
1.4574610807238515, 520.4528823773296
1.362525154134078, 566.3126134072643
1.2737731526429983, 550.5937735818981
1.1967584443139434, 494.7394342681393
1.1470657145497702, 523.3911873236153
1.107695441247401, 553.7022440373219
1.0804038725357992, 569.5098272367233
0.9975084340422462, 556.8282638894799
0.9537069582183038, 54.44290873268694
0.907290740990469, 59.240148282141796
0.8481917445771485, 66.30036089491877
0.7988989940770178, 71.73741468640912
0.7394447709650781, 79.38811702739252
0.7087409732574604, 85.41621882041161
0.6642300610160874, 91.90204668866255
0.6026497842474301, 105.79128144451627
0.5454162344378811, 124.55309485844835
0.5060871986919683, 137.83652106743307
0.4826588828577394, 145.0003976184536
0.46146490527598283, 158.66787214192365
0.4478551728498072, 191.06168086504158
0.41868283584894306, 204.41532298932512
0.3855956959973852, 215.03954745242
0.34464986668766284, 244.767107819959
0.3278760107963261, 263.3527739973353
0.3174133110839606, 341.1986742063774
0.313478685751215, 454.6756658683308
0.26855655237995746, 452.12312812919106
0.2554861022109515, 403.9773055626274
0.21508545915718374, 388.3667616812574
0.1879776324883028, 390.5593520491088
0.17012542798525893, 381.86256943536364
0.143223077403673, 367.1065860800083
0.13289550522083537, 367.1065860800083
0.11614631011152272, 381.86256943536364
0.10617008543828245, 362.9963018125065
0.0980240430081978, 326.1725679021568
